result,backtest_result,oof_conf_score,profit_objects,oof_conf_obj_num,scores
56.734183168316825,100.09,0.5668316831683168,54,404,"[-249.99999999999994, -50.00000000000002, 2950.000000000002, -50.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
24.261068501786088,44.86,0.540817398613154,1554,19036,"[5749.999999999985, -499.9999999999994, -900.0000000000047, 149.99999999999955, 31499.99999999999, 34149.99999999999, 49800.00000000001, 21999.99999999999, 25200.00000000001, 24249.999999999993, 21149.999999999993, 14150.000000000005, 8900.0, 2900.0000000000005, -2950.0, -3949.9999999999986, -6050.000000000005, 3050.0000000000005, 11200.0, 8950.000000000005, -3199.999999999998, 199.9999999999903, -1749.9999999999986, 449.99999999999665]"
0.0,0.0,0.0,0,0,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
0.0,0.0,0.0,0,0,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
69.48897595725734,111.96,0.6206589492430988,271,1123,"[3100.000000000002, 3049.999999999999, 7450.000000000003, 4949.999999999999, 2200.0, 4900.0, 50.00000000000002, 3000.0000000000005, 49.999999999999986, 650.0, 49.999999999999986, 950.0000000000002, -0.0, -0.0, -0.0, -0.0, -0.0, -50.0, -50.0, -50.0, -0.0, -200.0, -0.0, 49.999999999999986]"
74.23253426597809,106.37,1.0,31,31,"[-0.0, -0.0, 1550.0, 50.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
64.74136812411848,109.03,0.5937940761636107,133,709,"[3049.999999999999, 1699.9999999999993, 3399.9999999999977, 3800.0, -4100.0, 4299.999999999999, 0.0, 2499.9999999999995, 0.0, 99.99999999999997, -50.0, 550.0, -0.0, -0.0, -0.0, -50.0, 300.0, 50.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
4.136159336247658,7.86,0.526228923186725,2352,44836,"[-5550.0000000000155, -14900.000000000004, 6850.000000000033, -2850.0000000000155, 21000.000000000033, 29750.000000000022, 37000.000000000015, 33199.999999999985, 25350.000000000033, 26599.99999999999, 33350.000000000015, 28199.999999999978, 27000.000000000007, 28849.999999999993, 22549.999999999996, 28800.00000000002, -6549.999999999987, 5550.0, 1500.0000000000057, 22799.999999999985, 6399.999999999998, 299.9999999999897, -10849.999999999993, 4000.0000000000114]"
0.0,0.0,0.0,0,0,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
74.9583851213427,130.32,0.5751871172601497,663,4409,"[-2299.9999999999964, 4650.0, 7099.999999999998, 9899.999999999996, -11399.999999999996, 13750.0, 5250.000000000001, 10599.999999999996, 11650.000000000004, 10700.000000000004, 5799.999999999999, 14250.000000000004, 1450.0, 50.0, 0.0, -3800.0, -2199.999999999999, 850.0000000000002, 600.0000000000002, 699.9999999999998, 99.99999999999996, -550.0000000000002, 50.0, -449.9999999999999]"
6.054848181695283,11.51,0.5260511017980263,1927,36985,"[1100.0000000000036, 6649.9999999999845, 13549.999999999978, 10999.999999999973, 27300.00000000002, 33500.00000000002, 38299.99999999996, 38249.99999999998, 18150.0, 16799.999999999985, 17400.000000000004, 17049.999999999978, 21299.999999999996, 11100.000000000002, 450.00000000000375, 11449.99999999999, -3899.999999999996, 7099.9999999999945, 13449.999999999989, 17399.999999999996, 2500.0000000000045, 499.9999999999858, -11349.999999999998, -2599.9999999999986]"
71.55804915514592,121.63,0.5883256528417818,230,1302,"[6299.999999999998, 2850.000000000001, 10800.0, 6650.000000000002, 4050.0, 5200.000000000001, 0.0, 250.0, -50.000000000000064, -350.0, 0.0, 49.99999999999998, -0.0, -50.0, -0.0, -100.0, -150.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 0.0]"
30.69226498422713,57.48,0.5339642481598318,646,9510,"[-3600.000000000001, 10299.999999999998, -6849.999999999998, 7600.000000000007, 6100.000000000002, 18000.0, 18849.999999999996, 10050.000000000005, 16150.000000000005, 21150.0, 9800.000000000004, 4950.000000000004, -650.0000000000009, -5900.000000000001, -6550.0, -9549.999999999998, -1000.0, 850.0000000000007, -249.99999999999994, -100.0, 199.99999999999994, 650.0000000000001, 49.99999999999996, -1449.9999999999998]"
33.81625,62.43,0.5416666666666666,814,9768,"[2000.0000000000039, 5649.999999999998, 7349.999999999998, 7150.000000000008, -8600.000000000002, 19100.000000000007, 32350.000000000007, 11350.000000000004, 18449.999999999993, 19949.999999999993, 6850.000000000003, 14749.999999999996, 650.0000000000011, 849.9999999999998, -4700.000000000001, 449.9999999999983, -6599.999999999997, -49.99999999999969, 900.0000000000002, 3000.0000000000005, 0.0, 2750.0000000000027, -99.99999999999997, -1050.0000000000005]"
35.96902675822874,67.6,0.5320861946483543,542,8446,"[-49.9999999999942, 2049.9999999999945, -1349.9999999999968, 4500.0000000000055, -250.00000000000125, 18700.0, 25349.999999999993, 14599.999999999995, 17800.000000000007, 14150.0, 10299.999999999998, 8550.0, 2550.0000000000014, 500.0, -2850.0000000000005, -5350.000000000002, -3899.9999999999986, -300.0000000000003, 1600.0000000000007, 4000.0000000000023, -50.000000000000156, 1649.9999999999973, -800.0, -849.9999999999994]"
44.5421811535337,86.69,0.5138099106417546,68,2462,"[-7949.999999999998, 549.999999999997, 5500.000000000002, 9749.999999999998, -2950.0, 1600.0000000000007, 3749.9999999999986, 2999.9999999999986, 4699.999999999998, 9699.999999999998, 350.0, 2000.0000000000018, 249.99999999999943, 0.0, -250.00000000000006, -4249.999999999999, 100.0000000000004, 600.0, 50.000000000000085, -49.999999999999986, -0.0, 949.9999999999997, 250.0, -1450.0000000000002]"
0.0,0.0,0.0,0,0,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
52.015045553145335,92.44,0.5626898047722343,867,6915,"[4900.000000000002, 5900.000000000004, 6249.999999999994, 13549.999999999989, 20650.000000000007, 12549.999999999996, 25999.999999999993, 16150.0, 13900.0, 9199.999999999998, 5549.999999999998, 5550.000000000002, -649.9999999999998, 50.0, -1200.0, -2999.9999999999995, -3350.0, 0.0, -100.0, -0.0, -0.0, -0.0, 50.0, -549.9999999999999]"
75.3752452734085,123.72,0.655635987590486,301,967,"[3749.999999999999, 500.0000000000005, 8399.999999999998, 12749.999999999998, 200.00000000000026, 4799.999999999999, -49.999999999999964, 800.0000000000002, -700.0000000000001, 250.0, 1250.0, 249.99999999999994, -50.0, -0.0, -0.0, -250.0, -400.0, 49.99999999999998, 100.0, 0.0, -0.0, -100.0, -0.0, 49.999999999999986]"
62.92359089547769,113.63,0.5537586103623839,718,6678,"[2150.000000000001, 350.00000000000125, 1199.999999999997, 6750.0000000000055, 8750.000000000004, 23749.999999999996, 14199.999999999995, 7599.999999999997, 14050.0, 13349.999999999995, 7749.999999999998, 8099.999999999997, 4700.000000000001, 2499.999999999996, -3749.999999999999, -600.0000000000006, -2749.999999999999, 2300.000000000001, 2400.0000000000014, 4449.999999999999, 1050.0000000000005, 750.0000000000024, 0.0, -2150.0000000000005]"
57.00850277264326,101.12,0.5637707948243993,276,2164,"[3350.0000000000023, 2400.0, 11099.999999999998, 4349.999999999998, 1000.0000000000006, 6399.999999999998, 9900.0, 6249.999999999999, 2900.0000000000014, 8499.999999999998, 4699.999999999999, 999.9999999999997, 2200.0, 99.99999999999993, -1250.0, -250.00000000000017, -1400.0000000000005, 149.99999999999986, 449.9999999999999, 2299.9999999999995, -200.0, 449.9999999999997, -100.0, -2000.0]"
21.36893728297681,39.7,0.5382603849616324,1785,23327,"[10100.000000000013, 4099.999999999985, 10599.99999999999, -5700.000000000002, 25650.00000000001, 29250.000000000007, 41849.99999999999, 28550.000000000007, 22299.999999999993, 30199.99999999999, 27699.999999999993, 18549.999999999993, 19550.0, 5249.999999999998, 1550.0000000000068, 3199.999999999996, -6300.000000000007, 2199.9999999999923, 7800.000000000003, 9100.000000000004, 2600.0000000000014, 1800.0000000000043, -3849.9999999999986, 1599.9999999999973]"
75.52864176819675,108.82,0.7330316742081447,103,221,"[-49.999999999999964, -0.0, 5200.0, -0.0, -0.0, -100.0, -0.0, -0.0, -0.0, 100.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]"
