Feature,rank
sar_prev_136,2597.0
stoch_diff_prev_84,2598.5
macdsignal_prev_64,2598.5
atr_prev_12,2599.0
macdhist_prev_176,2601.5
btcdom_high_prev_212,2602.0
stoch_slowk_prev_200,2603.5
stoch_slowd_prev_160,2603.5
sar_prev_48,2604.0
btcdom_open_prev_88,2605.0
btcdom_low_prev_4,2605.5
btcdom_close_prev_8,2606.0
close_prev_196,2606.5
stoch_slowd_prev_240,2608.5
close_prev_172,2610.5
rsi_prev_152,2610.5
close_prev_132,2610.5
btcdom_low_prev_224,2611.0
stoch_slowk_prev_236,2612.5
close_prev_184,2615.5
stoch_slowd_prev_252,2615.5
btcdom_open_prev_196,2616.0
low_prev_196,2616.5
stoch_slowk_prev_44,2617.5
funding_rate_prev_112,2618.0
macdsignal_prev_16,2618.0
stoch_slowd_prev_104,2618.5
btcd_high_prev_144,2619.0
linear_reg_prev_36,2619.5
btcdom_low_prev_236,2620.0
cci_prev_224,2620.5
open_prev_96,2621.5
macd_prev_8,2621.5
cci_prev_72,2623.5
btcdom_open_prev_96,2624.0
macdhist_prev_208,2624.5
stoch_diff_prev_88,2626.5
high_prev_20,2626.5
linear_reg_angle_prev_44,2626.5
btcdom_high_prev_236,2627.0
low_prev_36,2627.5
macdhist_prev_260,2627.5
btcd_high_prev_120,2627.5
macdhist_prev_40,2627.5
macd_prev_60,2627.5
stoch_diff_prev_148,2627.5
btcd_open_prev_192,2629.0
high_prev_124,2629.5
btcdom_close_prev_16,2630.0
btcdom_close_prev_64,2630.0
atr_prev_188,2630.5
btcdom_low_prev_84,2631.0
btcdom_low_prev_160,2633.0
btcdom_close_prev_216,2634.0
btcdom_close_prev_232,2634.0
close_prev_248,2634.5
stoch_slowk_prev_104,2635.5
linear_reg_prev_268,2636.5
high_prev_24,2636.5
close_prev_120,2636.5
btcdom_close_prev_208,2637.0
rsi_prev_60,2641.5
btcdom_open_prev_92,2642.0
stoch_slowk_prev_152,2642.5
macdhist_prev_216,2643.5
btcdom_open_prev_244,2644.0
high_prev_196,2645.5
atr_prev_76,2645.5
linear_reg_angle_prev_156,2646.5
stoch_slowd_prev_164,2647.5
volume_prev_176,2648.5
sar_prev_44,2649.5
stoch_slowk_prev_120,2650.5
btcdom_low_prev_108,2651.0
btcdom_open_prev_104,2651.0
btcdom_low_prev_112,2652.0
stoch_slowk_prev_208,2652.5
btcdom_close_prev_92,2653.0
btcdom_close_prev_256,2653.0
atr_prev_20,2654.5
macdsignal_prev_260,2655.0
btcdom_open_prev_172,2655.0
atr_prev_196,2657.5
macdhist_prev_160,2659.5
volume_prev_180,2659.5
volume_prev_48,2661.5
linear_reg_prev_132,2662.0
macdsignal_prev_176,2664.5
cci_prev_232,2665.5
volume_prev_168,2667.5
stoch_slowk_prev_268,2667.5
high_prev_40,2668.5
btcdom_open_prev_240,2670.0
stoch_slowd_prev_108,2672.5
btcdom_low_prev_184,2673.5
btcdom_low_prev_100,2674.0
btcdom_low_prev_256,2679.0
high_prev_4,2680.5
btcdom_high_prev_144,2680.5
macdsignal_prev_88,2681.0
btcdom_open_prev_40,2688.0
btcdom_low_prev_264,2688.0
stoch_slowd_prev_16,2688.5
btcd_high_prev_96,2689.5
macdhist_prev_16,2689.5
stoch_slowk_prev_196,2690.5
cci_prev_32,2690.5
btcdom_high_prev_68,2691.0
btcdom_high_prev_92,2692.0
btcdom_close_prev_220,2694.5
btcdom_low_prev_156,2696.5
btcdom_open_prev_156,2697.0
high_prev_204,2698.5
btcdom_open_prev_160,2699.0
high_prev_136,2699.5
volume_prev_96,2700.5
close_prev_140,2700.5
btcdom_high_prev_128,2701.0
btcd_low_prev_96,2703.0
volume_prev_64,2703.5
linear_reg_prev_76,2704.0
macdsignal_prev_56,2704.5
macdsignal_prev_192,2709.5
atr_prev_180,2709.5
btcdom_high_prev_256,2710.0
btcdom_open_prev_184,2710.0
sar_prev_96,2710.0
close_prev_28,2710.5
stoch_slowd_prev_20,2710.5
atr_prev_144,2711.5
stoch_slowd_prev_44,2712.5
linear_reg_angle_prev_120,2712.5
macd_prev_228,2713.5
btcdom_low_prev_36,2717.0
sar_prev_56,2718.5
macdhist_prev_268,2719.0
rsi_prev_208,2719.5
btcdom_high_prev_112,2720.0
low_prev_68,2720.5
btcdom_high_prev_168,2721.0
macd_prev_144,2721.5
macdhist_prev_80,2723.0
macdsignal_prev_256,2723.5
btcdom_low_prev_28,2724.0
btcdom_low_prev_24,2724.0
linear_reg_angle_prev_212,2725.5
sar_prev_16,2726.5
linear_reg_angle_prev_256,2727.5
rsi_prev_148,2728.5
stoch_slowd_prev_272,2729.5
btcdom_close_prev_140,2730.0
macdsignal_prev_76,2732.0
macdhist_prev_20,2732.0
close_prev_192,2733.5
macdsignal_prev_32,2736.0
sar_prev_196,2736.0
btcdom_close_prev_132,2738.0
btcdom_high_prev_248,2740.5
macd_prev_124,2741.5
volume_prev_208,2741.5
btcdom_low_prev_92,2744.5
close_prev_76,2745.5
linear_reg_angle_prev_116,2747.5
linear_reg_prev_252,2748.5
volume_prev_12,2749.5
linear_reg_angle_prev_76,2750.5
btcdom_close_prev_264,2751.0
btcdom_high_prev_136,2753.0
volume_prev_112,2755.5
macdhist_prev_132,2758.0
macd_prev_164,2758.0
macd_prev_208,2758.5
stoch_diff_prev_136,2759.5
macdhist_prev_36,2759.5
stoch_slowk_prev_212,2759.5
macdsignal_prev_108,2759.5
stoch_diff_prev_140,2760.5
sar_prev_120,2761.5
rsi_prev_260,2764.5
macd_prev_220,2764.5
atr_prev_204,2766.5
macd_prev_36,2768.0
low_prev_100,2769.5
low_prev_92,2770.5
btcdom_close_prev_260,2770.5
btcdom_open_prev_60,2771.0
stoch_slowk_prev_96,2771.5
sar_prev_80,2773.0
volume,2773.5
rsi_prev_68,2774.5
btcdom_low_prev_212,2777.0
btcdom_close_prev_144,2779.0
btcdom_high_prev_44,2779.5
high_prev_256,2779.5
high_prev_200,2780.5
macdsignal_prev_236,2781.5
stoch_slowd_prev_8,2781.5
volume_prev_16,2781.5
high_prev_128,2782.5
btcdom_close_prev_104,2783.0
volume_prev_256,2783.5
macdhist_prev_168,2785.5
btcdom_close_prev_272,2786.0
btcdom_close_prev_20,2786.0
cci_prev_192,2787.5
stoch_slowd_prev_28,2787.5
linear_reg_angle_prev_272,2788.5
btcdom_low_prev_124,2790.0
btcdom_high_prev_216,2790.0
volume_prev_132,2792.5
sar_prev_144,2794.5
linear_reg_angle_prev_104,2794.5
funding_rate_prev_160,2795.0
linear_reg_prev_56,2798.5
stoch_slowk_prev_68,2798.5
stoch_slowd,2798.5
stoch_slowd_prev_172,2799.5
close_prev_156,2801.5
btcdom_open_prev_208,2803.0
sar_prev_68,2803.5
sar_prev_228,2806.5
btcdom_high_prev_160,2806.5
cci_prev_260,2807.5
btcdom_open_prev_168,2808.0
low_prev_64,2808.5
linear_reg_prev_224,2809.0
btcdom_close_prev_172,2810.0
btcdom_close_prev_136,2810.0
macd_prev_204,2812.5
btcdom_high_prev_124,2813.0
btcdom_open_prev_232,2816.0
macdsignal_prev_36,2819.0
stoch_slowk_prev_132,2820.5
btcdom_high_prev_260,2820.5
btcdom_low_prev_180,2821.5
macdhist_prev_264,2821.5
macdsignal_prev_220,2821.5
btcdom_open_prev_224,2824.0
btcdom_close_prev_56,2824.0
macdsignal_prev_204,2824.5
btcdom_close_prev_200,2825.0
atr_prev_112,2825.5
volume_prev_24,2825.5
high_prev_152,2827.5
volume_prev_260,2829.5
cci_prev_16,2830.5
btcdom_low_prev_220,2832.0
linear_reg_angle_prev_264,2833.0
macdsignal_prev_184,2834.0
macdhist_prev_256,2834.0
btcdom_open_prev_148,2835.0
volume_prev_128,2835.5
stoch_slowk_prev_248,2837.5
linear_reg_angle_prev_172,2837.5
linear_reg_angle_prev_52,2837.5
macdhist_prev_128,2838.5
linear_reg_angle_prev_208,2838.5
btcdom_high_prev_152,2841.0
stoch_slowd_prev_176,2841.5
btcdom_high_prev_192,2842.0
btcdom_open_prev_248,2843.0
btcdom_close_prev_168,2844.0
btcdom_open_prev_32,2844.0
high_prev_64,2844.5
macd_prev_112,2845.0
linear_reg_angle_prev_168,2845.5
macd_prev_240,2847.0
atr_prev_220,2847.5
sar_prev_160,2848.0
atr_prev_156,2848.5
close_prev_188,2850.5
macd_prev_104,2851.5
btcdom_open_prev_116,2852.0
stoch_slowd_prev_68,2852.5
linear_reg_prev_184,2853.0
macdsignal_prev_248,2856.0
btcdom_open_prev_216,2858.0
linear_reg_prev_84,2858.5
btcdom_open_prev_108,2859.0
linear_reg_angle_prev_200,2859.5
macdhist_prev_248,2862.0
linear_reg_angle_prev_260,2862.5
stoch_slowd_prev_92,2863.5
btcdom_low_prev_152,2865.0
volume_prev_104,2866.5
btcdom_close_prev_80,2867.5
macd_prev_120,2870.0
stoch_slowd_prev_96,2871.5
linear_reg_angle_prev_164,2871.5
macdhist_prev_108,2872.5
btcdom_open_prev_164,2873.0
linear_reg_angle_prev_236,2874.5
linear_reg_angle_prev_64,2874.5
sar_prev_36,2876.0
atr_prev_264,2876.5
btcdom_high_prev_132,2878.0
btcdom_high_prev_116,2879.0
btcdom_close_prev_112,2881.0
stoch_slowd_prev_148,2881.5
btcdom_low_prev_80,2881.5
btcdom_high_prev_48,2882.0
macd_prev_44,2884.0
linear_reg_angle_prev_8,2886.5
btcdom_close_prev_176,2887.0
linear_reg_angle_prev_244,2887.5
macd_prev_80,2888.0
macdsignal_prev_60,2888.0
btcdom_open_prev_112,2890.0
macdhist_prev_92,2890.0
btcdom_open_prev_72,2891.0
volume_prev_144,2891.5
sar_prev_224,2891.5
volume_prev_240,2892.5
volume_prev_72,2892.5
cci_prev_248,2892.5
btcdom_close_prev_96,2894.0
btcdom_low_prev_136,2895.0
linear_reg_angle_prev_12,2895.5
volume_prev_124,2895.5
close_prev_244,2897.5
low_prev_120,2898.5
macd_prev_116,2900.0
btcdom_open_prev_120,2903.0
funding_rate_prev_104,2904.5
btcdom_close_prev_84,2905.0
low_prev_188,2905.5
low_prev_248,2905.5
btcdom_close_prev_128,2906.0
volume_prev_172,2906.5
volume_prev_148,2907.5
btcdom_close_prev_228,2907.5
macd_prev_196,2907.5
macd_prev_40,2909.0
btcdom_close_prev_252,2910.0
macdhist_prev_24,2911.5
macdhist_prev_188,2913.0
rsi_prev_96,2913.5
macdhist_prev_12,2914.5
macdhist_prev_4,2915.0
macd_prev_132,2915.5
macd_prev_252,2916.0
volume_prev_116,2916.0
funding_rate_prev_24,2917.0
funding_rate_prev_144,2919.0
volume_prev_244,2919.5
high_prev_92,2920.5
volume_prev_108,2920.5
macd_prev_108,2922.0
volume_prev_264,2922.5
macdhist_prev_116,2925.5
macd_prev_256,2925.5
macdhist_prev_240,2930.5
macd_prev_152,2931.0
volume_prev_88,2931.5
linear_reg_angle_prev_128,2931.5
stoch_slowd_prev_192,2932.5
macdsignal_prev_168,2932.5
macdhist_prev_148,2933.5
low_prev_240,2933.5
macdsignal_prev_8,2935.0
linear_reg_prev_244,2935.5
macdhist_prev_44,2936.0
btcdom_close_prev_116,2938.0
linear_reg_prev_196,2938.5
btcdom_high_prev_96,2939.0
linear_reg_angle_prev_252,2939.5
sar_prev_116,2941.0
btcdom_low_prev_44,2942.5
macdsignal_prev_188,2943.0
btcdom_open_prev_100,2946.0
funding_rate_prev_184,2946.5
macd_prev_212,2948.0
btcdom_close_prev_88,2948.0
btcdom_open_prev_28,2950.0
macd_prev_76,2953.5
btcdom_high_prev_60,2955.0
macdsignal_prev_232,2958.0
linear_reg_prev_136,2960.5
macdsignal_prev_224,2963.0
btcdom_close_prev_236,2963.0
volume_prev_76,2963.5
linear_reg_prev_260,2965.0
cci_prev_196,2965.5
linear_reg_prev_188,2968.5
btcdom_close_prev_244,2969.0
stoch_slowk_prev_92,2969.5
stoch_slowk_prev_28,2969.5
sar_prev_12,2971.0
macdsignal_prev_116,2972.0
macdhist_prev_64,2973.5
stoch_slowk_prev_180,2973.5
macdsignal_prev_48,2974.0
btcdom_low_prev_216,2975.0
btcdom_close_prev_180,2976.0
macdsignal_prev_92,2976.0
macd_prev_140,2976.0
funding_rate_prev_176,2978.0
macdhist,2978.0
stoch_slowd_prev_24,2978.5
macd_prev_176,2981.0
linear_reg_angle_prev_144,2983.5
linear_reg_prev_208,2984.0
macdsignal_prev_104,2984.0
volume_prev_268,2985.5
btcdom_high_prev_156,2988.0
funding_rate,2989.5
btcdom_close_prev_120,2991.0
macd_prev_92,2997.0
sar_prev_20,2998.0
btcdom_open_prev_260,2999.5
linear_reg_angle_prev_228,3000.5
sar_prev_180,3006.0
high_prev_188,3006.5
btcdom_close_prev_12,3006.5
macdhist_prev_72,3007.0
macdsignal_prev_216,3009.0
macd_prev_24,3010.0
stoch_slowd_prev_196,3011.5
macd_prev_260,3011.5
macd_prev_268,3012.0
sar_prev_232,3013.0
macdsignal_prev_212,3014.0
btcdom_close_prev_108,3014.0
linear_reg_prev_240,3015.0
sar_prev_140,3016.0
linear_reg_angle_prev_88,3016.5
sar_prev_76,3017.0
sar_prev_172,3018.0
macdsignal_prev_52,3018.0
macdhist_prev_32,3018.5
sar_prev_24,3019.0
macdsignal_prev_128,3019.0
btcdom_close_prev_212,3020.0
sar_prev_84,3021.0
macdsignal_prev_152,3021.0
funding_rate_prev_200,3021.0
btcdom_open_prev_256,3021.5
macd_prev_136,3022.0
macdsignal_prev_84,3022.0
rsi_prev_28,3022.5
linear_reg_prev_216,3024.0
macdsignal_prev_112,3025.0
btcdom_close_prev_100,3025.0
linear_reg_angle_prev_268,3026.5
sar_prev_188,3027.0
linear_reg_angle_prev_72,3028.5
macdsignal_prev_144,3031.5
macdsignal_prev_44,3032.0
sar_prev_100,3032.5
btcdom_close_prev_124,3034.0
btcdom_high_prev_120,3035.5
btcdom_close_prev_160,3036.0
linear_reg_angle_prev_112,3036.5
btcdom_close_prev_196,3039.0
sar_prev_104,3039.0
sar_prev_148,3040.0
volume_prev_156,3040.5
high_prev_172,3040.5
linear_reg_angle_prev_216,3041.5
funding_rate_prev_192,3043.0
sar_prev_112,3043.0
sar_prev_192,3043.0
macdsignal_prev_96,3044.5
macdhist_prev_68,3045.5
btcdom_open_prev_228,3046.0
stoch_slowd_prev_216,3046.5
macdsignal_prev_200,3048.0
linear_reg_angle_prev_248,3048.5
btcdom_high_prev_76,3049.5
btcdom_open_prev_204,3051.0
linear_reg_angle_prev_92,3051.5
sar_prev_200,3052.0
linear_reg_prev_140,3052.5
macdhist_prev_232,3052.5
sar_prev_128,3053.0
macd_prev_20,3054.5
btcdom_close_prev_224,3055.0
btcdom_close_prev_148,3055.0
linear_reg_prev_144,3055.5
macd_prev_96,3055.5
macdsignal_prev_164,3056.0
linear_reg_prev_48,3057.5
btcdom_low_prev_196,3058.5
macd_prev_128,3059.0
macd_prev_4,3059.0
btcdom_open_prev_144,3061.5
sar_prev_184,3062.0
linear_reg_prev_28,3065.5
macdhist_prev_28,3069.5
btcdom_low_prev_88,3070.5
funding_rate_prev_168,3072.0
macd_prev_216,3072.5
btcdom_low_prev_204,3073.5
linear_reg_prev_16,3074.0
linear_reg_angle_prev_152,3074.5
btcdom_high_prev_32,3080.5
volume_prev_20,3080.5
btcdom_high_prev_88,3084.5
sar_prev_204,3085.5
linear_reg_prev_172,3086.5
btcdom_close_prev_44,3087.0
macdhist_prev_56,3087.5
volume_prev_236,3093.5
volume_prev_228,3093.5
macdsignal_prev_272,3097.0
btcdom_close_prev_268,3097.5
volume_prev_44,3101.5
macdhist_prev_196,3102.0
btcdom_low_prev_268,3106.5
linear_reg_prev_8,3111.5
btcdom_open_prev_268,3112.5
macd_prev_264,3114.5
btcdom_high_prev_240,3115.5
linear_reg_prev_64,3116.5
sar_prev_92,3117.5
btcdom_open_prev_236,3120.5
funding_rate_prev_64,3122.0
linear_reg_angle_prev_192,3130.5
macdhist_prev_120,3132.0
macdsignal_prev_172,3133.5
volume_prev_8,3135.5
linear_reg_angle_prev_40,3136.5
linear_reg_prev_96,3137.5
btcdom_close_prev_192,3139.5
linear_reg_prev_32,3141.5
funding_rate_prev_8,3144.0
macdhist_prev_180,3145.0
linear_reg_prev_60,3148.5
macd_prev_52,3149.5
macdhist_prev_104,3151.0
macdhist_prev_184,3153.5
linear_reg_prev_92,3153.5
macdhist_prev_228,3154.5
linear_reg_angle_prev_132,3158.5
funding_rate_prev_248,3159.0
macdhist_prev_144,3159.5
linear_reg_prev_148,3159.5
sar_prev_248,3163.0
funding_rate_prev_208,3166.5
linear_reg_angle_prev_136,3167.5
macdhist_prev_52,3170.5
macdhist_prev_84,3170.5
linear_reg_prev_104,3176.5
sar_prev_256,3182.5
btcdom_low_prev_132,3188.0
sar_prev_52,3191.0
macdsignal_prev_40,3192.5
macd_prev_244,3195.5
linear_reg_prev_12,3195.5
btcdom_low_prev_164,3200.5
macdhist_prev_220,3203.5
btcdom_open_prev_220,3206.5
macd_prev_168,3206.5
macd_prev_172,3214.5
funding_rate_prev_216,3218.0
sar_prev_236,3222.5
sar_prev_60,3223.0
linear_reg_prev_124,3223.5
sar_prev_108,3225.0
linear_reg_prev_168,3230.0
sar_prev_264,3233.5
macdsignal_prev_12,3239.0
funding_rate_prev_232,3242.5
funding_rate_prev_272,3247.5
funding_rate_prev_224,3248.0
btcdom_open_prev_76,3252.5
macdhist_prev_236,3253.0
macdsignal,3254.5
sar_prev_216,3254.5
macdsignal_prev_4,3261.5
macdhist_prev_156,3263.0
macdsignal_prev_72,3263.5
macdsignal_prev_120,3264.5
linear_reg_angle_prev_84,3265.5
btcdom_low_prev_228,3265.5
macdsignal_prev_20,3265.5
sar_prev_40,3267.5
macdsignal_prev_208,3278.5
macdsignal_prev_148,3279.5
macdsignal_prev_140,3284.0
sar_prev_28,3284.5
macd_prev_68,3287.5
btcdom_high_prev_228,3290.5
sar_prev_124,3292.5
btcdom_open_prev_264,3294.5
funding_rate_prev_120,3296.5
macdsignal_prev_124,3299.0
funding_rate_prev_152,3301.5
macdhist_prev_96,3302.5
funding_rate_prev_80,3307.5
btcdom_close_prev_24,3313.0
macdsignal_prev_100,3314.5
macdsignal_prev_180,3314.5
macdsignal_prev_252,3326.5
sar_prev_156,3328.0
sar_prev_208,3329.5
funding_rate_prev_128,3331.5
macdsignal_prev_68,3331.5
macdsignal_prev_132,3332.5
btcdom_low_prev_244,3338.5
macdsignal_prev_264,3347.5
sar_prev_268,3348.5
sar_prev_220,3356.5
macd_prev_156,3361.5
sar_prev_64,3365.5
macdsignal_prev_228,3371.5
macdhist_prev_212,3373.5
btcdom_open_prev_192,3375.0
macdhist_prev_200,3380.5
sar_prev_168,3382.5
macdsignal_prev_80,3392.0
funding_rate_prev_48,3395.5
macdsignal_prev_156,3398.5
macd_prev_28,3407.5
sar_prev_72,3418.5
macd_prev_16,3423.5
funding_rate_prev_240,3429.5
funding_rate_prev_136,3440.5
sar_prev_164,3442.5
macdsignal_prev_240,3457.0
btcdom_close_prev_240,3457.5
sar_prev_32,3472.0
macd_prev_200,3480.5
sar_prev_244,3494.5
btcdom_open_prev_132,3502.5
btcdom_close_prev_204,3774.5
