time,btcdom_open,btcdom_high,btcdom_low,btcdom_close,btcdom_volume
2021-06-25 15:00:00,1104.5,1112.1,1094.4,1105.0,2126.257
2021-06-25 19:00:00,1104.8,1108.2,1089.3,1091.0,2040.208
2021-06-25 23:00:00,1090.7,1092.5,1070.2,1080.2,2215.253
2021-06-26 03:00:00,1080.2,1099.5,1079.5,1091.1,1586.121
2021-06-26 07:00:00,1091.0,1100.0,1090.3,1096.1,1428.436
2021-06-26 11:00:00,1096.1,1101.4,1090.3,1096.7,1617.156
2021-06-26 15:00:00,1096.9,1101.1,1091.6,1100.0,1571.753
2021-06-26 19:00:00,1099.9,1109.0,1098.1,1101.4,1448.141
2021-06-26 23:00:00,1101.4,1105.8,1098.3,1101.0,1568.981
2021-06-27 03:00:00,1101.0,1101.1,1086.6,1096.0,1279.983
2021-06-27 07:00:00,1096.2,1119.0,1091.7,1115.2,1104.55
2021-06-27 11:00:00,1115.2,1127.0,1110.0,1125.1,1442.484
2021-06-27 15:00:00,1125.1,1128.0,1121.0,1126.3,1847.689
2021-06-27 19:00:00,1126.5,1126.9,1122.0,1125.7,1376.834
2021-06-27 23:00:00,1125.9,1126.5,1106.2,1107.0,2035.764
2021-06-28 03:00:00,1107.2,1113.9,1104.6,1106.2,1609.534
2021-06-28 07:00:00,1106.1,1109.6,1092.9,1093.6,1644.045
2021-06-28 11:00:00,1093.6,1099.8,1084.1,1090.8,1945.267
2021-06-28 15:00:00,1090.7,1095.0,1071.0,1072.0,2289.247
2021-06-28 19:00:00,1071.8,1077.2,1062.0,1064.5,2393.779
2021-06-28 23:00:00,1064.5,1072.0,1053.8,1056.9,2091.901
2021-06-29 03:00:00,1056.9,1075.0,1055.7,1062.6,1978.495
2021-06-29 07:00:00,1062.5,1068.8,1051.8,1053.8,2265.57
2021-06-29 11:00:00,1052.7,1067.6,1041.5,1046.6,2619.445
2021-06-29 15:00:00,1046.9,1053.8,1038.6,1046.3,2898.66
2021-06-29 19:00:00,1044.7,1054.0,1044.7,1053.8,2207.582
2021-06-29 23:00:00,1054.0,1065.0,1051.9,1060.9,1671.857
2021-06-30 03:00:00,1060.8,1070.0,1058.1,1059.1,1611.307
2021-06-30 07:00:00,1059.1,1075.5,1040.0,1048.6,2887.001
2021-06-30 11:00:00,1049.7,1058.8,1043.0,1055.8,1904.11
2021-06-30 15:00:00,1055.4,1074.2,1049.5,1064.4,1929.78
2021-06-30 19:00:00,1064.9,1066.3,1018.4,1026.0,2176.183
2021-06-30 23:00:00,1026.0,1026.9,1003.3,1011.7,2783.548
2021-07-01 03:00:00,1010.6,1030.8,1010.6,1029.2,2046.579
2021-07-01 07:00:00,1029.2,1030.1,1018.7,1028.3,2096.095
2021-07-01 11:00:00,1028.5,1034.1,1018.1,1025.9,2180.212
2021-07-01 15:00:00,1026.7,1035.1,1025.0,1027.4,1892.61
2021-07-01 19:00:00,1028.5,1039.4,1024.6,1031.2,1920.369
2021-07-01 23:00:00,1031.2,1034.9,1025.0,1028.5,1768.588
2021-07-02 03:00:00,1028.3,1046.2,1025.0,1045.2,1751.543
2021-07-02 07:00:00,1045.5,1055.7,1045.4,1050.4,2158.454
2021-07-02 11:00:00,1050.3,1056.3,1047.8,1053.7,1692.221
2021-07-02 15:00:00,1053.8,1056.0,1035.0,1036.3,2074.248
2021-07-02 19:00:00,1036.3,1055.2,1035.0,1037.9,1972.764
2021-07-02 23:00:00,1037.9,1038.1,1017.6,1026.8,1489.02
2021-07-03 03:00:00,1027.0,1030.0,1018.4,1029.7,1753.743
2021-07-03 07:00:00,1029.8,1036.0,1024.1,1030.6,2075.903
2021-07-03 11:00:00,1031.0,1038.5,1021.5,1026.3,2507.767
2021-07-03 15:00:00,1026.4,1029.0,1021.0,1022.4,2056.738
2021-07-03 19:00:00,1022.6,1026.2,1022.0,1024.6,1881.903
2021-07-03 23:00:00,1024.3,1031.6,1023.5,1027.4,1936.236
2021-07-04 03:00:00,1027.8,1034.4,1022.0,1033.9,1928.246
2021-07-04 07:00:00,1033.9,1034.6,1011.0,1015.0,2346.647
2021-07-04 11:00:00,1014.3,1020.2,1010.7,1016.5,2223.19
2021-07-04 15:00:00,1016.6,1018.9,1011.0,1017.4,1930.571
2021-07-04 19:00:00,1016.5,1017.4,1005.3,1009.1,1948.77
2021-07-04 23:00:00,1009.5,1014.6,1001.0,1010.0,2351.379
2021-07-05 03:00:00,1010.0,1010.9,1001.1,1007.3,1891.051
2021-07-05 07:00:00,1007.4,1010.0,1000.2,1004.5,2071.013
2021-07-05 11:00:00,1004.2,1011.6,991.2,1010.2,2822.143
2021-07-05 15:00:00,1010.5,1028.5,1001.2,1015.4,2821.595
2021-07-05 19:00:00,1015.0,1016.8,1003.9,1009.1,2108.823
2021-07-05 23:00:00,1009.4,1012.8,1005.6,1009.1,1268.204
2021-07-06 03:00:00,1009.2,1014.0,991.4,1001.6,1648.364
2021-07-06 07:00:00,1001.3,1002.8,989.1,993.7,1848.67
2021-07-06 11:00:00,993.7,1009.6,990.0,994.3,2877.626
2021-07-06 15:00:00,994.2,995.9,985.0,991.4,2152.547
2021-07-06 19:00:00,991.2,993.9,971.7,981.3,2239.782
2021-07-06 23:00:00,981.3,988.6,978.8,987.2,1711.317
2021-07-07 03:00:00,987.4,989.0,980.0,984.2,1651.166
2021-07-07 07:00:00,985.2,986.8,976.5,979.1,1825.769
2021-07-07 11:00:00,979.0,982.2,976.2,979.8,1539.971
2021-07-07 15:00:00,979.8,990.7,975.6,986.1,1836.32
2021-07-07 19:00:00,986.6,988.8,984.4,985.2,1625.006
2021-07-07 23:00:00,985.2,985.9,980.7,981.1,1167.792
2021-07-08 03:00:00,981.2,991.0,980.7,988.1,1900.365
2021-07-08 07:00:00,989.0,999.9,985.4,995.4,2700.155
2021-07-08 11:00:00,995.9,1007.6,993.2,1002.6,2447.14
2021-07-08 15:00:00,1002.8,1015.0,999.9,1003.6,2584.504
2021-07-08 19:00:00,1004.6,1012.0,1001.9,1010.2,2119.46
2021-07-08 23:00:00,1010.5,1029.5,1006.0,1022.7,3077.547
2021-07-09 03:00:00,1022.7,1048.4,1021.9,1032.8,3503.594
2021-07-09 07:00:00,1032.9,1036.5,1017.4,1025.9,2368.262
2021-07-09 11:00:00,1025.3,1036.6,1023.0,1036.0,1641.056
2021-07-09 15:00:00,1035.7,1041.9,1010.4,1019.1,2853.911
2021-07-09 19:00:00,1019.5,1030.0,1015.1,1029.6,1850.558
2021-07-09 23:00:00,1029.8,1037.5,1028.0,1034.0,1674.914
2021-07-10 03:00:00,1034.0,1042.0,1029.5,1041.9,1720.091
2021-07-10 07:00:00,1041.8,1052.9,1040.6,1047.5,1910.674
2021-07-10 11:00:00,1047.5,1054.0,1045.6,1053.6,1607.191
2021-07-10 15:00:00,1053.7,1055.0,1049.0,1049.7,1746.405
2021-07-10 19:00:00,1049.9,1066.1,1042.3,1049.7,2521.095
2021-07-10 23:00:00,1049.6,1052.0,1041.5,1043.4,1717.694
2021-07-11 03:00:00,1043.5,1053.1,1040.0,1052.0,1776.6
2021-07-11 07:00:00,1052.0,1061.0,1048.4,1050.6,1932.989
2021-07-11 11:00:00,1050.5,1051.9,1038.3,1044.7,1469.476
2021-07-11 15:00:00,1044.3,1047.9,1042.9,1045.4,1589.815
2021-07-11 19:00:00,1044.7,1045.4,1040.0,1042.4,1659.252
2021-07-11 23:00:00,1042.4,1054.8,1040.0,1054.8,2034.854
2021-07-12 03:00:00,1054.2,1055.0,1045.7,1047.3,1425.543
2021-07-12 07:00:00,1047.3,1052.0,1045.0,1046.0,1635.176
2021-07-12 11:00:00,1046.1,1050.0,1045.0,1048.7,1376.597
2021-07-12 15:00:00,1048.7,1049.7,1044.0,1047.4,1615.548
2021-07-12 19:00:00,1047.3,1079.2,1045.2,1064.6,3480.857
2021-07-12 23:00:00,1064.7,1068.0,1055.6,1061.7,1714.649
2021-07-13 03:00:00,1061.5,1065.5,1058.9,1063.7,1356.068
2021-07-13 07:00:00,1063.7,1080.2,1062.0,1070.2,1903.535
2021-07-13 11:00:00,1070.2,1077.9,1068.7,1076.9,1367.792
2021-07-13 15:00:00,1076.8,1078.5,1067.4,1070.1,1389.917
2021-07-13 19:00:00,1070.6,1088.5,1069.1,1087.5,1711.702
2021-07-13 23:00:00,1087.6,1095.9,1082.9,1093.2,1279.366
2021-07-14 03:00:00,1093.3,1119.0,1090.3,1108.2,2377.06
2021-07-14 07:00:00,1108.0,1121.2,1104.0,1104.8,1380.416
2021-07-14 11:00:00,1104.8,1108.9,1088.0,1092.4,795.862
2021-07-14 15:00:00,1092.1,1095.9,1071.9,1080.1,879.789
2021-07-14 19:00:00,1080.0,1088.3,1074.4,1088.2,321.617
2021-07-14 23:00:00,1088.2,1089.3,1078.6,1083.8,372.219
2021-07-15 03:00:00,1083.8,1091.2,1074.8,1089.3,534.956
