,Feature,rank
785,open_prev_128,1852.5
786,open_prev_124,1852.5
787,open_prev_120,1852.5
788,open_prev_116,1852.5
789,open_prev_112,1852.5
790,open_prev_104,1852.5
791,high_prev_128,1852.5
792,high_prev_136,1852.5
793,high_prev_140,1852.5
794,low,1852.5
795,high_prev_144,1852.5
796,close_prev_52,1852.5
797,high_prev_4,1852.5
798,high_prev_44,1852.5
799,high_prev_48,1852.5
800,high_prev_52,1852.5
801,low_prev_56,1852.5
802,low_prev_52,1852.5
803,low_prev_48,1852.5
804,low_prev_44,1852.5
805,low_prev_40,1852.5
806,low_prev_36,1852.5
807,low_prev_32,1852.5
808,low_prev_24,1852.5
809,low_prev_20,1852.5
810,low_prev_188,1852.5
811,low_prev_184,1852.5
812,low_prev_180,1852.5
813,low_prev_176,1852.5
814,low_prev_172,1852.5
815,low_prev_168,1852.5
816,low_prev_164,1852.5
817,low_prev_160,1852.5
818,low_prev_60,1852.5
819,open_prev_156,1852.5
820,low_prev_64,1852.5
821,low_prev_152,1852.5
822,high_prev_56,1852.5
823,high_prev_60,1852.5
824,high_prev_64,1852.5
825,high_prev_68,1852.5
826,high_prev_8,1852.5
827,high_prev_88,1852.5
828,high_prev_92,1852.5
829,high_prev_96,1852.5
830,low_prev_120,1852.5
831,low_prev_128,1852.5
832,low_prev_132,1852.5
833,low_prev_136,1852.5
834,low_prev_140,1852.5
835,low_prev_148,1852.5
836,low_prev_96,1852.5
837,low_prev_88,1852.5
838,low_prev_84,1852.5
839,low_prev_76,1852.5
840,open_prev_160,1852.5
841,high_prev_132,1852.5
842,open_prev_168,1852.5
843,close_smooth_prev_156,1852.5
844,close_smooth_prev_16,1852.5
845,close_smooth_prev_160,1852.5
846,close_smooth_prev_164,1852.5
847,close_smooth_prev_168,1852.5
848,close_smooth_prev_172,1852.5
849,close_smooth_prev_176,1852.5
850,close_smooth_prev_188,1852.5
851,close_smooth_prev_152,1852.5
852,open_prev_164,1852.5
853,close_smooth_prev_32,1852.5
854,close_smooth_prev_36,1852.5
855,close_smooth_prev_40,1852.5
856,close_smooth_prev_44,1852.5
857,close_smooth_prev_48,1852.5
858,close_smooth_prev_60,1852.5
859,close_smooth_prev_72,1852.5
860,close_smooth_prev_76,1852.5
861,close_smooth_prev_20,1852.5
862,close_smooth_prev_148,1852.5
863,close_smooth_prev_144,1852.5
864,close_smooth_prev_140,1852.5
865,close_prev_60,1852.5
866,close_prev_64,1852.5
867,close_prev_68,1852.5
868,close_prev_72,1852.5
869,close_prev_76,1852.5
870,close_prev_8,1852.5
871,close_prev_80,1852.5
872,close_prev_84,1852.5
873,close_prev_88,1852.5
874,close_prev_92,1852.5
875,close_prev_96,1852.5
876,close_smooth_prev_100,1852.5
877,close_smooth_prev_104,1852.5
878,close_smooth_prev_108,1852.5
879,close_smooth_prev_112,1852.5
880,close_smooth_prev_120,1852.5
881,close_smooth_prev_128,1852.5
882,close_smooth_prev_132,1852.5
883,close_smooth_prev_136,1852.5
884,close_smooth_prev_80,1852.5
885,close_smooth_prev_84,1852.5
886,close_smooth_prev_192,1852.5
887,close_smooth_prev_92,1852.5
888,open_prev_76,1852.5
889,open_prev_72,1852.5
890,open_prev_68,1852.5
891,close_smooth_prev_88,1852.5
892,open_prev_64,1852.5
893,open_prev_60,1852.5
894,open_prev_56,1852.5
895,open_prev_52,1852.5
896,open_prev_40,1852.5
897,open_prev_36,1852.5
898,open_prev_32,1852.5
899,open_prev_28,1852.5
900,open_prev_24,1852.5
901,open_prev_188,1852.5
902,open_prev_180,1852.5
903,open_prev_176,1852.5
904,open_prev_172,1852.5
905,open_prev_8,1852.5
906,open_prev_80,1852.5
907,low_prev_156,1852.5
908,close_smooth_prev_96,1852.5
909,high_prev_100,1852.5
910,open_prev_92,1852.5
911,high_prev_104,1852.5
912,open_prev_96,1852.5
913,high_prev_116,1852.5
914,high_prev_12,1852.5
915,open_prev_88,1852.5
916,high_prev_120,1852.5
917,macd_dir_prev_144,1860.0
918,macd_dir_prev_52,1860.0
919,linear_reg_angle_prev_48,1863.0
920,macdhist_prev_20,1868.0
921,macdhist_prev_48,1868.5
922,linear_reg_prev_104,1872.5
923,macdsignal_prev_56,1874.0
924,atr_prev_108,1874.5
925,stoch_diff_prev_116,1876.5
926,macdsignal_prev_116,1881.0
927,macdsignal_prev_64,1884.5
928,macd_prev_192,1888.0
929,macdsignal_dir_prev_152,1895.0
930,macdsignal_prev_144,1897.5
931,macd_prev_32,1900.0
932,macdsignal_dir_prev_140,1902.5
933,volume_prev_8,1903.5
934,atr_prev_148,1905.5
935,volume_prev_24,1908.0
936,stoch_slowd_dir_prev_44,1911.0
937,stoch_slowd_dir_prev_4,1912.5
938,macdhist_prev_4,1917.5
939,linear_reg_prev_96,1919.5
940,atr_prev_92,1920.0
941,macd_dir_prev_112,1923.0
942,macd_prev_20,1923.5
943,stoch_slowk_dir_prev_24,1926.0
944,high_prev_112,1926.5
945,macdsignal_prev_96,1928.0
946,stoch_slowk_dir_prev_112,1931.0
947,macdsignal_prev_80,1934.5
948,atr_prev_172,1934.5
949,linear_reg_prev_44,1938.0
950,macd_prev_160,1940.0
951,high_prev_180,1941.0
952,volume_prev_92,1944.0
953,atr_prev_192,1948.0
954,volume_prev_20,1949.0
955,linear_reg_angle_prev_44,1953.0
956,volume_prev_176,1954.0
957,stoch_slowd_dir_prev_112,1956.0
958,macd_prev_24,1956.0
959,atr_prev_16,1959.0
960,stoch_diff_prev_36,1964.0
961,macdsignal_prev_188,1966.0
962,macd_prev_4,1970.5
963,macd_prev_76,1972.0
964,linear_reg_prev_188,1974.0
965,linear_reg_angle_prev_32,1981.0
966,macd_prev_120,1983.0
967,macd_prev_188,1986.0
968,macdsignal_prev_32,1992.5
969,volume_prev_112,2001.0
970,atr_prev_72,2002.0
971,close_smooth,2005.0
972,volume_prev_96,2006.0
973,macdsignal_prev_120,2020.5
974,macdsignal_prev_16,2024.0
975,macdsignal_prev_52,2031.0
976,macdsignal_prev_152,2040.0
977,volume_prev_84,2060.0
978,macd_prev_92,2074.5
979,atr_prev_24,2109.0
