,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_feature_num,params_high_bound,params_is_unbalance,params_learning_rate,params_max_bin,params_max_depth,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state,n_estimators
193,193,445.0,2024-01-25 23:54:17.627164,2024-01-25 23:54:59.672131,0 days 00:00:42.044967,dart,0.7484790640245843,67,0.5066194242041677,False,0.0011803045655771262,128,6,2586,118,2.3143319493690136e-07,0.0006418094758973408,0.35230144248193057,COMPLETE,0.0
201,201,445.0,2024-01-25 23:59:20.631980,2024-01-25 23:59:57.815819,0 days 00:00:37.183839,dart,0.5736011868676377,74,0.5076749204612235,False,0.001181561458858133,127,5,2802,116,1.5792508291248174e-07,0.004482774473999048,0.33940616767822646,COMPLETE,0.0
329,329,445.0,2024-01-26 01:16:53.840326,2024-01-26 01:17:44.149723,0 days 00:00:50.309397,dart,0.7526625223567913,63,0.5004056957681805,False,0.0016121978915616699,134,6,2936,61,0.0015161044044402362,0.001774867888664501,0.6888261940778985,COMPLETE,0.0
111,111,445.0,2024-01-25 23:05:48.729223,2024-01-25 23:06:21.452460,0 days 00:00:32.723237,dart,0.7815622498749121,50,0.5004735200416591,False,0.0018758379261378918,132,5,2402,128,9.901041312313278e-07,0.0017707712548750778,0.3565671976211885,COMPLETE,0.0
82,82,445.0,2024-01-25 22:49:55.178017,2024-01-25 22:50:28.692617,0 days 00:00:33.514600,dart,0.6746961945460394,61,0.5004149002159246,False,0.0007222467802787069,131,5,2599,75,4.227475957495916e-06,0.0001330184409491405,0.30633749071599314,COMPLETE,0.0
153,153,444.0,2024-01-25 23:29:38.117356,2024-01-25 23:30:07.564525,0 days 00:00:29.447169,dart,0.8404228653081589,65,0.5068015472631785,False,0.0014017232441914929,123,5,2225,121,8.446384529502774e-08,0.0009728706751698564,0.3637078127933426,COMPLETE,0.0
445,445,444.0,2024-01-26 02:11:01.773726,2024-01-26 02:11:27.099555,0 days 00:00:25.325829,dart,0.4201089986110122,62,0.5073523307743829,False,0.0018966643973804434,177,8,1421,44,2.3755553350391754e-07,0.0013488217237470341,0.33535225254045536,COMPLETE,0.0
285,285,444.0,2024-01-26 00:48:42.887181,2024-01-26 00:49:18.407285,0 days 00:00:35.520104,dart,0.5036862293426874,75,0.5001596376794216,False,0.0012584351901856316,129,5,2745,123,5.747482794244711e-08,5.048203630235475e-05,0.34020600127100165,COMPLETE,0.0
339,339,444.0,2024-01-26 01:20:18.264845,2024-01-26 01:20:27.222654,0 days 00:00:08.957809,dart,0.4525667030549611,50,0.5132827448210294,False,0.0037500608605764815,106,4,1016,107,0.00017367577689208677,3.7682111784918698e-06,0.3259530305650587,COMPLETE,0.0
365,365,444.0,2024-01-26 01:30:33.385607,2024-01-26 01:31:18.275811,0 days 00:00:44.890204,dart,0.7827832359897949,50,0.5089374912905792,False,0.001984307991951366,156,7,2529,123,0.00024251536855565011,0.0010520681434450796,0.323459394394469,COMPLETE,0.0
280,280,444.0,2024-01-26 00:45:10.497890,2024-01-26 00:45:44.702341,0 days 00:00:34.204451,dart,0.41579369487780926,58,0.5073143162283732,False,0.002550751695846761,125,5,2742,125,0.0003237678912871157,0.00016002173040011544,0.3006228614449183,COMPLETE,0.0
494,494,444.0,2024-01-26 02:38:48.170054,2024-01-26 02:39:22.741599,0 days 00:00:34.571545,dart,0.7400166719888234,64,0.5065965771597503,False,0.001536466395819488,181,5,2505,126,5.490216762338565,6.723878914011325e-05,0.3094289888661644,COMPLETE,0.0
77,77,444.0,2024-01-25 22:47:21.279857,2024-01-25 22:47:54.217237,0 days 00:00:32.937380,dart,0.6466660286706172,72,0.5000614495897368,False,0.0008533717231015978,131,5,2524,70,1.7475816927977245e-06,2.48101805956109e-05,0.3269438645525081,COMPLETE,0.0
421,421,444.0,2024-01-26 02:02:20.961616,2024-01-26 02:02:37.112075,0 days 00:00:16.150459,dart,0.7279608204648023,69,0.5068934037541865,False,0.0012510711790338477,112,7,1005,124,1.023670134702344e-07,0.00020096997134418944,0.3599411841000761,COMPLETE,0.0
227,227,444.0,2024-01-26 00:14:17.887294,2024-01-26 00:14:52.882727,0 days 00:00:34.995433,dart,0.3622779094768115,57,0.5061701362561019,False,0.002291372536635015,126,5,2699,128,1.1379837974329416e-07,0.0011705723237386077,0.3100445854239942,COMPLETE,0.0
319,319,443.0,2024-01-26 01:10:29.953368,2024-01-26 01:11:17.483296,0 days 00:00:47.529928,dart,0.7578534981202467,58,0.5072071009662228,False,0.0011277227761104813,117,7,2556,121,0.0007409473162995145,0.0008585842100632306,0.39097374435696,COMPLETE,0.0
352,352,443.0,2024-01-26 01:23:57.874025,2024-01-26 01:24:08.626102,0 days 00:00:10.752077,dart,0.46133153342675776,50,0.5138696448276606,False,0.0025163320712766222,117,4,1127,121,1.3287895177838047,7.413286658161187e-06,0.3256636350283224,COMPLETE,0.0
181,181,443.0,2024-01-25 23:46:37.914804,2024-01-25 23:47:11.787174,0 days 00:00:33.872370,dart,0.8832277329118463,74,0.5002283677371259,False,0.0006549051478449549,144,6,2098,112,1.4531436483849128e-08,0.018931002198428665,0.31562269937564313,COMPLETE,0.0
277,277,443.0,2024-01-26 00:43:17.508616,2024-01-26 00:44:06.792042,0 days 00:00:49.283426,dart,0.4241880090905038,80,0.5001346230032113,False,0.00192786932353749,121,7,2806,128,2.7854526115520165e-08,3.0371687678028855e-05,0.31065040740479977,COMPLETE,0.0
451,451,443.0,2024-01-26 02:14:26.741423,2024-01-26 02:14:54.254558,0 days 00:00:27.513135,dart,0.37429104264433455,73,0.5000810921251772,False,0.0016852268165152146,48,4,2654,124,1.0375224959110208e-07,1.4356828467059983e-06,0.3306593520253634,COMPLETE,0.0
396,396,442.0,2024-01-26 01:49:24.439913,2024-01-26 01:50:06.785885,0 days 00:00:42.345972,dart,0.384915972294722,73,0.5002559216972579,False,0.0013438754785196755,179,6,2735,116,0.005680075330032279,9.619846325399753e-06,0.31144557420529934,COMPLETE,0.0
318,318,442.0,2024-01-26 01:09:55.501655,2024-01-26 01:10:29.952474,0 days 00:00:34.450819,dart,0.610248853563954,66,0.5085058592084313,False,0.000912425135883131,140,5,2654,128,0.00041843911062648404,0.00016805256233564574,0.336041858837724,COMPLETE,0.0
273,273,442.0,2024-01-26 00:41:22.065957,2024-01-26 00:41:44.848757,0 days 00:00:22.782800,dart,0.40720721413158567,59,0.5130382882767694,False,0.001723737032839813,96,5,2848,6,0.0015081136397647335,6.519258620981753e-05,0.3102689881777636,COMPLETE,0.0
322,322,442.0,2024-01-26 01:12:36.168649,2024-01-26 01:13:10.941924,0 days 00:00:34.773275,dart,0.7856454986420289,64,0.5001736018190307,False,0.0019271105270451871,103,5,2711,124,2.007915709114745e-08,0.0025835154378336836,0.34767429016003315,COMPLETE,0.0
233,233,442.0,2024-01-26 00:17:43.766192,2024-01-26 00:18:19.517698,0 days 00:00:35.751506,dart,0.7710867234126276,66,0.5003827526647844,False,0.0010341819888577744,143,5,2716,123,4.399106108252143e-08,1.4744943794159868e-05,0.311363914853387,COMPLETE,0.0
103,103,442.0,2024-01-25 23:01:19.013914,2024-01-25 23:01:50.174663,0 days 00:00:31.160749,dart,0.7425990932117491,56,0.5074068324997544,False,0.0011593444061365958,159,5,2419,113,1.9508442619282555e-07,2.7823508931026805e-05,0.33250678204838663,COMPLETE,0.0
313,313,442.0,2024-01-26 01:06:35.680803,2024-01-26 01:06:59.877765,0 days 00:00:24.196962,dart,0.7637522791385344,57,0.5071999787332295,False,0.0011441213550155568,137,5,1914,126,0.0011357222094293088,1.3587968275200004e-05,0.35440305310336695,COMPLETE,0.0
361,361,441.0,2024-01-26 01:27:40.007326,2024-01-26 01:28:16.210768,0 days 00:00:36.203442,dart,0.7933373905160945,51,0.5064033963218458,False,0.0017835521331279064,100,9,1732,112,0.0003068842916393584,0.0010346905707511718,0.3115969980868286,COMPLETE,0.0
302,302,441.0,2024-01-26 00:59:26.612360,2024-01-26 00:59:59.838624,0 days 00:00:33.226264,dart,0.4142694670295277,68,0.5082292073431707,False,0.001054945693735385,124,5,2601,116,0.003940154117891006,1.0056876905336647e-08,0.3421775118161648,COMPLETE,0.0
288,288,441.0,2024-01-26 00:50:19.131734,2024-01-26 00:50:56.445560,0 days 00:00:37.313826,dart,0.8231170122103262,87,0.5074699622839862,False,0.0014419935221559083,125,6,2317,117,5.722517489329515e-08,0.0014571047424683861,0.3121565876532972,COMPLETE,0.0
184,184,441.0,2024-01-25 23:48:16.556023,2024-01-25 23:48:54.177650,0 days 00:00:37.621627,dart,0.8497219190690878,80,0.5006863631550119,False,0.0013234876501429381,147,6,2213,118,1.2121979923851745e-07,0.03054143822175734,0.31798001129753445,COMPLETE,0.0
363,363,441.0,2024-01-26 01:29:02.397363,2024-01-26 01:29:50.728709,0 days 00:00:48.331346,dart,0.8051426812596982,58,0.5001011979073239,False,0.0025501495208833723,172,9,1947,117,0.00013055840068201485,0.002066776964087095,0.4707271197929389,COMPLETE,0.0
448,448,441.0,2024-01-26 02:12:45.934837,2024-01-26 02:13:14.349339,0 days 00:00:28.414502,dart,0.7798605682064247,50,0.5075008105456963,False,0.001000639397980139,115,5,2194,126,2.104436017070619e-06,6.226297209631384e-05,0.3719230845670153,COMPLETE,0.0
498,498,440.0,2024-01-26 02:40:20.820154,2024-01-26 02:40:30.706236,0 days 00:00:09.886082,dart,0.3003918476124662,71,0.5078165721712906,False,0.0006794407465958802,164,4,1095,121,7.465864571611777e-08,0.01186630621701218,0.3011175457289567,COMPLETE,0.0
252,252,440.0,2024-01-26 00:28:12.601130,2024-01-26 00:28:45.958119,0 days 00:00:33.356989,dart,0.7690182538681432,70,0.5002457895454593,False,0.0015148224505222862,128,5,2554,123,0.0006382593644738336,5.117302608526895e-06,0.3508563158630572,COMPLETE,0.0
354,354,440.0,2024-01-26 01:24:23.520253,2024-01-26 01:24:44.508051,0 days 00:00:20.987798,dart,0.4437600202543208,80,0.5063687117166874,False,0.0018563957367919847,105,5,1695,109,5.0270919804805555e-05,5.408483775560483e-06,0.3359798659035239,COMPLETE,0.0
425,425,440.0,2024-01-26 02:03:33.652179,2024-01-26 02:03:53.702944,0 days 00:00:20.050765,dart,0.7589396572681493,50,0.5069977481571206,False,0.0017154921558999417,113,7,1208,128,1.8033783729216088e-07,1.1531883922622023e-06,0.35975085991656963,COMPLETE,0.0
231,231,440.0,2024-01-26 00:16:35.037547,2024-01-26 00:17:09.276920,0 days 00:00:34.239373,dart,0.7614312170250495,71,0.5011571977282229,False,0.0011065400866752944,145,5,2603,123,2.7275659667946127e-08,0.0006506839411870471,0.32258251989482145,COMPLETE,0.0
311,311,440.0,2024-01-26 01:05:23.950077,2024-01-26 01:05:57.626167,0 days 00:00:33.676090,dart,0.7776677219937164,78,0.500325738285525,False,0.0009970735455958695,42,5,2618,125,1.268987692248802e-07,2.2071713556370667e-05,0.32591957292761004,COMPLETE,0.0
126,126,440.0,2024-01-25 23:14:15.963019,2024-01-25 23:14:50.805072,0 days 00:00:34.842053,dart,0.8718074569460748,67,0.5000158998869393,False,0.0007108696982657703,133,5,2591,127,9.754481722424214e-08,7.772621131630499e-06,0.3548453477867203,COMPLETE,0.0
216,216,439.0,2024-01-26 00:07:55.588113,2024-01-26 00:08:29.523838,0 days 00:00:33.935725,dart,0.7675273684523236,64,0.5075347612899955,False,0.001474425685613678,140,5,2493,124,6.841740751863171e-08,5.600571868816797e-05,0.5572014454447773,COMPLETE,0.0
192,192,439.0,2024-01-25 23:53:32.399266,2024-01-25 23:54:17.626394,0 days 00:00:45.227128,dart,0.7559219257325581,57,0.506854551218862,False,0.0009525179931532437,230,6,2676,114,4.175507805875083e-07,0.0004301424751086701,0.3687128566973856,COMPLETE,0.0
270,270,439.0,2024-01-26 00:39:38.271294,2024-01-26 00:40:09.917545,0 days 00:00:31.646251,dart,0.39527489096866797,65,0.5007977299030831,False,0.0018349449687420738,114,5,2819,13,0.00035704038080008145,0.00012231948789103234,0.3295060048552347,COMPLETE,0.0
437,437,439.0,2024-01-26 02:07:32.775502,2024-01-26 02:07:53.358424,0 days 00:00:20.582922,dart,0.7771249404639277,72,0.5076961929643532,False,0.0009857048880644605,127,5,1617,121,2.0217888674497496e-07,8.616141152113427e-06,0.3127253376566478,COMPLETE,0.0
388,388,439.0,2024-01-26 01:43:56.915329,2024-01-26 01:44:00.629900,0 days 00:00:03.714571,dart,0.7932509246582476,65,0.5069899376200169,False,0.0021521188332483373,128,4,509,118,8.957005238219669e-08,1.0934594125538679e-05,0.30023287338210564,COMPLETE,0.0
102,102,438.0,2024-01-25 23:00:46.568118,2024-01-25 23:01:19.013107,0 days 00:00:32.444989,dart,0.7482836583425118,75,0.5007572757120965,False,0.0011409544499672724,130,5,2501,114,1.9372943024322374e-07,1.5446860786720956e-05,0.3156041713439491,COMPLETE,0.0
182,182,438.0,2024-01-25 23:47:11.787988,2024-01-25 23:47:43.181950,0 days 00:00:31.393962,dart,0.8743662868943511,58,0.5072511291443828,False,0.0007841998329305252,141,6,1978,122,4.585098986228127e-08,0.030403179228729944,0.3296616245363145,COMPLETE,0.0
369,369,437.0,2024-01-26 01:33:07.465469,2024-01-26 01:33:41.899639,0 days 00:00:34.434170,dart,0.7969520024469094,61,0.500258201432273,False,0.0035869052207134883,208,5,2618,115,2.1686006880156309e-07,0.0020829634781395854,0.3428947539259592,COMPLETE,0.0
374,374,437.0,2024-01-26 01:36:02.227068,2024-01-26 01:36:11.873900,0 days 00:00:09.646832,dart,0.8068617899434687,81,0.5063967669105353,False,0.0023340930936018678,113,5,869,122,0.0002027876828179755,0.0007605146952272011,0.32972453080974656,COMPLETE,0.0
351,351,437.0,2024-01-26 01:23:49.017719,2024-01-26 01:23:57.873259,0 days 00:00:08.855540,dart,0.40083361263181816,71,0.5002448615446814,False,0.002107770458397563,119,4,956,119,9.552294262553966e-05,2.4875184190667232e-06,0.3124359181715591,COMPLETE,0.0
131,131,437.0,2024-01-25 23:17:37.855379,2024-01-25 23:18:09.834221,0 days 00:00:31.978842,dart,0.640022104574802,72,0.5006267430734535,False,0.0008512712088300491,120,5,2473,73,1.951566503477219e-06,4.3267813776161275e-05,0.320196561974101,COMPLETE,0.0
130,130,436.0,2024-01-25 23:16:51.406758,2024-01-25 23:17:37.854635,0 days 00:00:46.447877,dart,0.8625598904501941,50,0.5079487447734303,False,0.0013378983554419735,135,7,2546,123,4.0445810774110314e-07,0.002340435020997491,0.34461449941151323,COMPLETE,0.0
452,452,436.0,2024-01-26 02:14:54.255349,2024-01-26 02:15:33.054345,0 days 00:00:38.798996,dart,0.7842307442025395,57,0.5115052596208454,False,0.0011796443465209273,212,6,2464,118,6.444080907002455e-08,0.0008521008209376318,0.3204246335545084,COMPLETE,0.0
410,410,436.0,2024-01-26 01:57:32.622470,2024-01-26 01:58:13.254653,0 days 00:00:40.632183,dart,0.8129277851070972,66,0.5077657367983823,False,0.0013790561900054303,141,6,2590,126,6.365110671858808e-08,0.002233646440831462,0.3004188740912119,COMPLETE,0.0
240,240,436.0,2024-01-26 00:21:37.173419,2024-01-26 00:22:12.500367,0 days 00:00:35.326948,dart,0.3815225909778504,73,0.5002250399401684,False,0.0010317778384134886,135,5,2793,116,1.8903025134322073e-08,0.27338097267188427,0.3011482597553634,COMPLETE,0.0
278,278,436.0,2024-01-26 00:44:06.793037,2024-01-26 00:44:35.240530,0 days 00:00:28.447493,dart,0.40088141177938047,50,0.5138311651407794,False,0.0015533023250828928,123,5,2833,10,0.0036277597440260525,3.956805775352337e-05,0.3029524774066983,COMPLETE,0.0
145,145,436.0,2024-01-25 23:25:45.281102,2024-01-25 23:26:13.751795,0 days 00:00:28.470693,dart,0.7997573717621257,63,0.5080636963403812,False,0.0011706782311864717,150,5,2098,123,5.3488935688958275e-08,3.249324258859247e-06,0.3365370349695338,COMPLETE,0.0
358,358,436.0,2024-01-26 01:25:37.354332,2024-01-26 01:25:51.095424,0 days 00:00:13.741092,dart,0.47995462692710505,59,0.5119400681705178,False,0.0017058715619408965,115,5,1193,117,8.115517336994441e-05,0.0030658606054723386,0.3393892700954078,COMPLETE,0.0
108,108,435.0,2024-01-25 23:04:04.672323,2024-01-25 23:04:36.032993,0 days 00:00:31.360670,dart,0.693414676880929,94,0.5077475035498281,False,0.0010789587244021267,123,5,2348,121,2.5710944167549357e-07,2.3983472638472953e-05,0.3013779596838765,COMPLETE,0.0
23,23,435.0,2024-01-25 22:13:44.198277,2024-01-25 22:14:12.074146,0 days 00:00:27.875869,dart,0.6558296229837515,97,0.5015757539954556,False,0.0049990348266720575,103,5,2026,82,2.162633706480344e-06,0.0012205688654380205,0.6363862273833085,COMPLETE,0.0
399,399,435.0,2024-01-26 01:51:13.823221,2024-01-26 01:51:44.454712,0 days 00:00:30.631491,dart,0.8267455134393463,58,0.5067725153921784,False,0.0019162248317179413,137,7,1769,112,7.58890085681622e-08,4.888291389305178e-06,0.3141670433663848,COMPLETE,0.0
105,105,434.0,2024-01-25 23:02:22.390611,2024-01-25 23:02:54.372613,0 days 00:00:31.982002,dart,0.8366319152793753,59,0.5094178695498149,False,0.0019197833440499697,144,5,2420,118,2.0075787534430738e-07,3.5697235160180724e-05,0.3794873878410324,COMPLETE,0.0
413,413,434.0,2024-01-26 01:59:14.278399,2024-01-26 01:59:48.858807,0 days 00:00:34.580408,dart,0.7909711865760801,90,0.5072238961503978,False,0.0026571933173030068,132,5,2537,108,3.9835906731174176e-08,0.0007775924977718461,0.343288341607205,COMPLETE,0.0
117,117,434.0,2024-01-25 23:09:27.513555,2024-01-25 23:10:03.822240,0 days 00:00:36.308685,dart,0.7877667018999404,101,0.5004216597236724,False,0.0005425177267181971,144,5,2592,105,2.7733212983855186e-05,0.014811435314283476,0.3496112027787208,COMPLETE,0.0
291,291,433.0,2024-01-26 00:52:10.975035,2024-01-26 00:52:47.366102,0 days 00:00:36.391067,dart,0.43318715055899837,73,0.500289021177914,False,0.0021356516467378986,118,5,2834,128,1.6835088178697512e-08,2.234111017624264e-07,0.36570010869305014,COMPLETE,0.0
262,262,432.0,2024-01-26 00:35:20.280424,2024-01-26 00:35:56.195003,0 days 00:00:35.914579,dart,0.7183790062282854,67,0.506431600350632,False,0.0024390334295977117,157,5,2612,114,2.7847908852426577e-07,0.0022976001520000396,0.6045382396712676,COMPLETE,0.0
155,155,432.0,2024-01-25 23:30:37.040915,2024-01-25 23:31:15.752564,0 days 00:00:38.711649,dart,0.7909344201362292,98,0.5004758775421954,False,0.0007373586906718864,137,5,2651,116,0.0020618245688376166,1.1096841632896703e-05,0.32508397161236485,COMPLETE,0.0
296,296,432.0,2024-01-26 00:55:34.697335,2024-01-26 00:56:11.295696,0 days 00:00:36.598361,dart,0.7698155145357515,80,0.5070702352296174,False,0.0009502142416812885,137,5,2703,35,0.00035433106468221775,0.0002926667829451243,0.37662804835659464,COMPLETE,0.0
305,305,432.0,2024-01-26 01:01:17.633719,2024-01-26 01:01:54.183545,0 days 00:00:36.549826,dart,0.7699845701795743,94,0.5077141464657537,False,0.0015042923022946025,141,5,2669,121,1.4897284339582046e-07,7.95592082870425e-08,0.31186929925522033,COMPLETE,0.0
407,407,432.0,2024-01-26 01:55:56.368094,2024-01-26 01:56:22.733368,0 days 00:00:26.365274,dart,0.8012898592015804,79,0.500231386238673,False,0.0014638416676734378,126,4,2420,125,0.10681306349123917,0.00013187132288958558,0.3206281140175887,COMPLETE,0.0
120,120,431.0,2024-01-25 23:10:44.714094,2024-01-25 23:11:24.478820,0 days 00:00:39.764726,dart,0.8450361443672288,80,0.5079877331460144,False,0.0004807634706982696,122,6,2381,66,0.0006911707399201681,0.000553840807247201,0.41687166784003016,COMPLETE,0.0
269,269,431.0,2024-01-26 00:39:12.815885,2024-01-26 00:39:38.270428,0 days 00:00:25.454543,dart,0.8081157776503229,60,0.5141784182772041,False,0.0016565826522044185,132,5,2854,7,0.0005519330572192596,0.00019531906249926857,0.31270214575389327,COMPLETE,0.0
78,78,431.0,2024-01-25 22:47:54.217979,2024-01-25 22:48:24.275905,0 days 00:00:30.057926,dart,0.6640418197703234,74,0.5004459824163427,False,0.0009351718912692032,130,4,2780,71,1.5035631071364028e-06,5.791897393641929e-05,0.30774408023813093,COMPLETE,0.0
137,137,430.0,2024-01-25 23:21:34.218626,2024-01-25 23:22:12.588620,0 days 00:00:38.369994,dart,0.7080874742206481,95,0.500005324795833,False,0.0013709840021995502,130,5,2776,88,3.3177292866496876e-06,5.881842963360136e-05,0.3613255822105367,COMPLETE,0.0
243,243,429.0,2024-01-26 00:23:25.218172,2024-01-26 00:24:00.491952,0 days 00:00:35.273780,dart,0.7540727976778047,64,0.513739480069145,False,0.0013345583876888368,125,5,2730,123,3.8180725878856575e-08,0.0008379235092441633,0.3221124695010981,COMPLETE,0.0
226,226,429.0,2024-01-26 00:13:41.247439,2024-01-26 00:14:17.886469,0 days 00:00:36.639030,dart,0.8098548365249384,60,0.5132003572125933,False,0.001586624546235734,141,5,2674,118,7.140486346014561e-08,0.0008339306800205014,0.5398867559595154,COMPLETE,0.0
379,379,429.0,2024-01-26 01:38:24.203468,2024-01-26 01:39:11.505059,0 days 00:00:47.301591,dart,0.8195533681322478,72,0.5074961192216529,False,0.0015863375264741017,151,6,2752,111,2.2913210599948215e-07,2.9207685082442743e-06,0.5177644682231577,COMPLETE,0.0
236,236,429.0,2024-01-26 00:19:31.350151,2024-01-26 00:20:03.229428,0 days 00:00:31.879277,dart,0.7494802317795041,57,0.5127033717162977,False,0.0011997624844343167,139,5,2482,126,8.01730137115646e-08,0.00013090073570992043,0.3317207108602582,COMPLETE,0.0
224,224,428.0,2024-01-26 00:12:33.438060,2024-01-26 00:13:07.533110,0 days 00:00:34.095050,dart,0.7814552665538946,67,0.5123317733539706,False,0.0013244943872045487,136,5,2594,122,9.917096285931953e-08,2.6878966587814148e-05,0.3487401425748282,COMPLETE,0.0
397,397,428.0,2024-01-26 01:50:06.786782,2024-01-26 01:50:43.751938,0 days 00:00:36.965156,dart,0.8021512069297191,50,0.5085222462815367,False,0.006417450440227187,182,6,2507,121,6.429251383245835e-08,0.0005909846636061972,0.321873097622304,COMPLETE,0.0
483,483,427.0,2024-01-26 02:32:26.687597,2024-01-26 02:32:59.020976,0 days 00:00:32.333379,dart,0.7359214754504346,58,0.5128970313125327,False,0.0008735259031231921,163,5,2483,128,1.6927891632090196e-07,3.1254439106192185e-05,0.3002893069779466,COMPLETE,0.0
114,114,427.0,2024-01-25 23:07:26.314020,2024-01-25 23:08:08.851412,0 days 00:00:42.537392,dart,0.8237861751030583,61,0.5088295793081326,False,0.0008751136047757479,136,6,2716,90,9.263674275771462e-06,0.002257219187899172,0.3336158283128935,COMPLETE,0.0
469,469,427.0,2024-01-26 02:23:41.811318,2024-01-26 02:24:19.635047,0 days 00:00:37.823729,dart,0.7833025699440658,78,0.5073115807637648,False,0.001601747306116599,134,5,2583,103,7.409117975986938e-05,4.014877068531422e-06,0.4825288642449748,COMPLETE,0.0
364,364,427.0,2024-01-26 01:29:50.729530,2024-01-26 01:30:33.384746,0 days 00:00:42.655216,dart,0.8237822549942784,50,0.5134662971387741,False,0.0016058922398071106,114,7,2438,113,0.00017173846972562054,0.0006678145885597953,0.3100344262132562,COMPLETE,0.0
462,462,427.0,2024-01-26 02:19:39.807815,2024-01-26 02:20:22.545466,0 days 00:00:42.737651,dart,0.7438296399334051,60,0.5082006715018796,False,0.001672406815771086,156,6,2715,117,1.6905340920558027e-07,2.6609333602763143e-05,0.3633127393013756,COMPLETE,0.0
275,275,426.0,2024-01-26 00:42:23.817387,2024-01-26 00:42:42.401872,0 days 00:00:18.584485,dart,0.7767507982990347,66,0.5075126506268721,False,0.001328673385638885,36,5,2753,4,0.0005784849248421036,0.0002984992997543611,0.3132792526015024,COMPLETE,0.0
76,76,425.0,2024-01-25 22:46:43.897550,2024-01-25 22:47:21.279146,0 days 00:00:37.381596,dart,0.663552685212396,75,0.5016903625285338,False,0.0010088140604841537,120,5,2793,72,1.262741724313705e-06,5.45343222979094e-05,0.3721734137725693,COMPLETE,0.0
390,390,425.0,2024-01-26 01:44:43.904311,2024-01-26 01:45:25.622789,0 days 00:00:41.718478,dart,0.7678925508452552,58,0.5145941188875618,False,0.002105346449934516,186,6,2606,111,0.19832725421876968,0.0004891864855423738,0.3438405736802608,COMPLETE,0.0
272,272,424.0,2024-01-26 00:40:46.369589,2024-01-26 00:41:22.065103,0 days 00:00:35.695514,dart,0.7657160413601614,87,0.500076192534884,False,0.006993615904388111,45,5,2781,123,0.0010856046471457437,4.066388966218262e-05,0.33640885723074765,COMPLETE,0.0
375,375,424.0,2024-01-26 01:36:11.874654,2024-01-26 01:36:38.452776,0 days 00:00:26.578122,dart,0.7712931367804083,72,0.5000210264958933,False,0.002018993285615901,143,4,2481,117,0.00044995513676295424,0.0012126284676665313,0.3101464251062553,COMPLETE,0.0
156,156,424.0,2024-01-25 23:31:15.753302,2024-01-25 23:31:42.484353,0 days 00:00:26.731051,dart,0.7173552452413262,58,0.5145588076534464,False,0.0009932749443931348,142,5,1999,123,1.8230169659343758e-07,5.026795878350105e-05,0.5038982711499151,COMPLETE,0.0
207,207,423.0,2024-01-26 00:02:49.500403,2024-01-26 00:03:23.373139,0 days 00:00:33.872736,dart,0.7953463657623171,60,0.5182342075514117,False,0.002003343180982151,137,5,2615,126,1.568429078151843e-08,0.0002522480757858571,0.3216323022650343,COMPLETE,0.0
112,112,423.0,2024-01-25 23:06:21.453178,2024-01-25 23:06:50.633103,0 days 00:00:29.179925,dart,0.7311805762191919,50,0.5167542832700774,False,0.0014063332104923736,132,5,2283,128,9.26646899350893e-07,0.0014933418886698704,0.35598892800589893,COMPLETE,0.0
133,133,422.0,2024-01-25 23:18:42.640967,2024-01-25 23:19:16.527997,0 days 00:00:33.887030,dart,0.6868169895736498,80,0.5080343198325105,False,0.0009578245435259611,145,5,2563,126,2.545666431817164e-08,2.0408087402740747e-05,0.3117840948236532,COMPLETE,0.0
385,385,422.0,2024-01-26 01:42:16.799108,2024-01-26 01:42:38.153135,0 days 00:00:21.354027,dart,0.7769241832141944,133,0.5073059603979231,False,0.0013401536290347745,167,5,1515,113,4.4000336953494836e-08,3.0047741864747935e-06,0.3185137126954724,COMPLETE,0.0
101,101,421.0,2024-01-25 23:00:17.819721,2024-01-25 23:00:46.567324,0 days 00:00:28.747603,dart,0.6509598305377278,73,0.5089567792720191,False,0.000635571009651152,149,4,2656,77,2.070936079971314e-06,8.253944756294926e-05,0.35905348364245654,COMPLETE,0.0
408,408,421.0,2024-01-26 01:56:22.734140,2024-01-26 01:56:57.190517,0 days 00:00:34.456377,dart,0.7822245382875194,59,0.5142836927516038,False,0.0020310195664367853,147,5,2671,110,1.871570530604747e-08,1.41799675822305e-05,0.3087903838043429,COMPLETE,0.0
478,478,421.0,2024-01-26 02:29:42.638226,2024-01-26 02:30:19.042696,0 days 00:00:36.404470,dart,0.4983704168306881,82,0.5136280118041264,False,0.0018800478767563892,170,5,2728,122,2.967664362367824e-07,0.5346751242142229,0.3574072985222231,COMPLETE,0.0
255,255,420.0,2024-01-26 00:30:32.259327,2024-01-26 00:31:16.742199,0 days 00:00:44.482872,dart,0.8057615347434216,72,0.5130480493877877,False,0.0013876011578270963,143,7,2441,125,1.0764531065460003e-07,1.2300866032616914e-05,0.32935529952412484,COMPLETE,0.0
468,468,420.0,2024-01-26 02:23:03.239136,2024-01-26 02:23:41.810446,0 days 00:00:38.571310,dart,0.771661746601782,50,0.5151233975683964,False,0.0013125000253052359,101,5,2960,111,0.006255063662972245,4.010246855668596e-05,0.34858848345565707,COMPLETE,0.0
