value,oof_conf_prec_score,profit_objects,oof_val_score,oof_conf_obj_num,oof_conf_obj_pct
-5430.000000000024,0.5431491294473884,684,0.6905860008757932,7926,0.9671751067724222
-1430.0000000000357,0.5474672334396032,536,0.7452757252454334,5646,0.6889566809029897
-5845.000000000018,0.5383076615323065,383,1.0421379527309658,4999,0.6100061012812691
-1695.0000000000273,0.5468429875209536,503,1.418344929513035,5369,0.6551555826723612
-1495.0000000000098,0.547926203356915,691,0.688121200177956,7209,0.8796827333740086
4499.999999999993,0.56125,490,0.7170834622699284,4000,0.4881025015253203
-1615.0000000000043,0.5467261301439287,461,1.315234559983129,4933,0.6019524100061013
-3005.000000000018,0.5443205443205443,469,1.1611649879195514,5291,0.6456375838926175
779.999999999967,0.5516868512110726,478,0.7902316883558097,4624,0.5642464917632702
1254.9999999999748,0.5540759987008769,333,0.6930218425744635,3079,0.3757169005491153
-1384.9999999999975,0.5459820133449377,317,0.7295014849947745,3447,0.4206223306894447
3259.999999999992,0.5582993890020367,458,0.6944424371434348,3928,0.4793166564978645
3374.9999999999936,0.558576874205845,461,0.6994689482878145,3935,0.4801708358755339
-75.00000000000256,0.5498216409036861,419,0.7441550338142169,4205,0.513117754728493
-1580.0000000000186,0.5465320456540825,424,0.7200693075616357,4556,0.5559487492373398
8234.99999999998,0.5848497672450275,401,0.6928708571415201,2363,0.2883465527760829
284.99999999998573,0.5518836748182419,157,0.6934653339389139,1513,0.1846247712019524
6534.99999999997,0.5669169039606523,517,0.6927427652664603,3863,0.4713849908480781
7264.999999999996,0.575428771438572,431,0.6926783545386508,2857,0.34862721171446
5149.999999999993,0.5730941704035875,326,0.6929050934379928,2230,0.272117144600366
2524.9999999999804,0.5596928982725528,311,0.6928018585187281,2605,0.3178767541183648
4339.9999999999945,0.5626456876456877,430,0.6928760656059234,3432,0.4187919463087248
2704.9999999999745,0.5602114005285013,319,0.6926750271311928,2649,0.3232458816351434
6764.999999999981,0.5766653527788727,389,0.6928457268010387,2537,0.3095790115924344
734.9999999999854,0.5534297713485767,229,0.6934070231069662,2143,0.2615009151921904
8289.999999999982,0.5818601076095311,426,0.6926663545887309,2602,0.3175106772422209
-4090.000000000046,0.544411041268106,650,0.6882567660540656,7318,0.8929835265405736
5084.999999999992,0.5747686312713103,307,0.6927770784899345,2053,0.2505186089078706
2899.999999999985,0.5655913978494623,244,0.6935396785820251,1860,0.2269676632092739
-7815.000000000044,0.5404613694617356,663,0.6909703384584508,8193,0.9997559487492372
5639.999999999995,0.5692360163710778,406,0.6945792595726484,2932,0.3577791336180598
9329.999999999978,0.5859676175790285,446,0.6928851628651087,2594,0.3165344722391702
7364.999999999972,0.5707056508293505,503,0.6924820628288127,3557,0.4340451494813911
5129.999999999975,0.5657652120467117,428,0.6926984743739738,3254,0.3970713849908481
-6455.000000000016,0.5420904300943512,687,0.6914840115453457,8161,0.9958511287370349
7369.999999999996,0.5772357723577236,418,0.6925207547957238,2706,0.3302013422818792
5919.999999999971,0.569371727748691,424,0.6918912404181827,3056,0.3729103111653447
-4635.000000000018,0.5440401182975441,685,0.6898708389197562,7777,0.948993288590604
5819.999999999984,0.5692970822281167,418,0.6919838426533205,3016,0.3680292861500915
-5050.000000000039,0.5436953807740325,700,0.6883647852493875,8010,0.977425259304454
5694.999999999981,0.5690404546974256,413,0.6924978445171275,2991,0.3649786455155582
4175.0,0.563317384370016,397,0.6926699841550992,3135,0.3825503355704698
4669.999999999996,0.567516879219805,360,0.6929158742117237,2666,0.3253203172666259
4419.999999999968,0.5631704410011918,424,0.6922817978272735,3356,0.4095179987797437
5344.999999999977,0.5699365908243192,375,0.6928897028245445,2681,0.3271507016473459
4289.999999999992,0.5618442849254556,448,0.6922849390168038,3622,0.4419768151311775
4729.999999999987,0.5673006583760059,368,0.6931194285741574,2734,0.3336180597925564
-1985.000000000044,0.5454958021329702,401,0.7302833009123226,4407,0.5377669310555216
7079.999999999995,0.5761834319526628,412,0.6925804599767161,2704,0.3299572910311165
4419.9999999999845,0.5662739322533137,360,0.6953564368379943,2716,0.3314215985356925
7334.999999999994,0.5788438851749902,401,0.6925461989109051,2543,0.3103111653447224
5244.999999999983,0.5708052360174534,357,0.6923157582082179,2521,0.3076266015863331
4254.999999999995,0.5650940049663001,367,0.6927421924569303,2819,0.3439902379499694
10544.999999999996,0.5962297238053486,439,0.6927709841005433,2281,0.2783404514948139
5544.999999999993,0.5774369124195943,313,0.6929178847709895,2021,0.2466137888956681
974.9999999999922,0.554070981210856,259,0.6943438917712291,2395,0.2922513727882855
3109.9999999999595,0.5575890678379697,472,0.6939252389404638,4098,0.5000610128126907
6534.999999999994,0.5705309456487591,449,0.6926744753777556,3183,0.3884075655887736
-8060.000000000036,0.5401611328125,658,0.6900155761276151,8192,0.999633923123856
3914.999999999974,0.5634674922600619,369,0.6927666826166317,2907,0.3547284929835265
6584.999999999994,0.573746844572665,409,0.6923682316446363,2773,0.3383770591824283
10170.000000000002,0.5899450117831894,458,0.692299235691172,2546,0.3106772422208664
5794.999999999986,0.5734520437070012,363,0.6926785349375769,2471,0.3015253203172666
8309.999999999998,0.5864793678665496,394,0.6925362553328711,2278,0.2779743746186699
7900.0,0.5813492063492064,410,0.6921944810752209,2520,0.3075045759609518
8549.999999999993,0.5860759493670886,408,0.6925499423795553,2370,0.2892007321537523
3509.999999999987,0.5677451971688574,268,0.6934954034907593,1978,0.2413666870042708
6929.999999999984,0.5869797225186766,326,0.6930860408182559,1874,0.2286760219646125
1109.9999999999854,0.5544435548438751,272,0.6929836331027169,2498,0.3048200122025625
-7924.999999999994,0.5403294691885296,661,0.6900915829998848,8195,1.0
9154.999999999987,0.581579855122456,473,0.6922602539847151,2899,0.3537522879804759
3634.9999999999786,0.562968248305387,353,0.6923601365093097,2803,0.3420378279438682
4980.000000000001,0.5723920863309353,322,0.6930120828475526,2224,0.2713849908480781
4689.999999999995,0.5680245964642583,354,0.6924520550491778,2602,0.3175106772422209
4494.999999999996,0.5912007332722273,199,0.6940679827410807,1091,0.1331299572910311
6384.999999999985,0.5752072641136992,381,0.6925156879341334,2533,0.3090909090909091
7890.000000000001,0.5815347721822542,408,0.6921741746128083,2502,0.3053081147040878
5379.999999999995,0.5718344155844156,354,0.6983193179316735,2464,0.3006711409395973
-2380.000000000045,0.5452551834130781,454,1.561906104111155,5016,0.6120805369127517
4184.999999999986,0.567343555739743,325,0.6940233704366243,2413,0.2944478340451494
-7894.999999999994,0.5403590181951399,661,0.6892207207478677,8189,0.999267846247712
6340.0,0.5769557823129252,362,0.6926545760820577,2352,0.2870042708968883
3754.9999999999777,0.566053869174861,309,0.6930206576811895,2339,0.285417937766931
7004.999999999977,0.5770567786790266,399,0.6927806773814585,2589,0.3159243441122635
7104.999999999978,0.5797404771871075,381,0.692521637634054,2389,0.2915192190359975
8394.999999999982,0.5821524320183837,429,0.6927463461036841,2611,0.3186089078706528
6819.99999999998,0.5768927444794952,390,0.6926324314975908,2536,0.309456985967053
4970.000000000002,0.5679681851048446,376,0.6927276688559272,2766,0.337522879804759
5189.999999999998,0.5701006971340047,362,0.6931154315766551,2582,0.3150701647345942
3249.9999999999964,0.5648401826484019,284,0.6933467884978155,2190,0.2672361195851129
6939.9999999999845,0.5800173010380623,370,0.6929247416321263,2312,0.2821232458816351
6799.999999999975,0.5719354838709677,446,0.6917113661821837,3100,0.3782794386821232
3159.9999999999936,0.5640569395017794,288,0.692991667006771,2248,0.27431360585723
6059.999999999988,0.5787476280834914,332,0.6929614139752269,2108,0.2572300183038438
5879.999999999986,0.577683615819209,330,0.693373723097176,2124,0.2591824283099451
1569.9999999999864,0.5537505972288581,450,0.6977594606527859,4186,0.5107992678462477
3704.9999999999945,0.5644219540677307,331,0.692874932144982,2569,0.313483831604637
3289.999999999995,0.5665993945509586,264,0.6929933009394941,1982,0.2418547895057962
-7870.000000000063,0.5403954112765438,662,0.6910650291967694,8194,0.9998779743746188
5429.999999999984,0.5710955710955711,366,0.6927833110617682,2574,0.3140939597315436
5159.999999999984,0.5773305084745762,292,0.6931802275419642,1888,0.2303843807199511
6799.999999999983,0.5765625,392,0.6921932836015495,2560,0.312385600976205
8249.999999999989,0.5806691449814126,434,0.6923267318906056,2690,0.3282489322757779
4955.0,0.567830154731918,377,0.6919768736675147,2779,0.3391092129347163
5964.999999999994,0.5733281188893234,375,0.6925648866252636,2557,0.312019524100061
7164.999999999986,0.5780211184982401,399,0.6923697759819886,2557,0.312019524100061
4744.99999999997,0.5657067196292618,397,0.6921346595065525,3021,0.3686394142769981
6214.9999999999845,0.5797795879252515,333,0.692942448745098,2087,0.2546674801708359
2119.9999999999923,0.5576923076923077,318,0.6930115115373198,2756,0.3363026235509457
6404.999999999977,0.5772669220945083,363,0.6928335913015984,2349,0.2866381940207443
4479.99999999997,0.5649134487350199,390,0.6924433803292113,3004,0.3665649786455155
7120.000000000002,0.5785256410256411,392,0.6922837520955933,2496,0.3045759609517999
10159.999999999987,0.5932708688245315,438,0.6926201848543012,2348,0.286516168395363
4755.000000000002,0.5641559988091694,431,0.6964123363581372,3359,0.4098840756558877
5079.999999999995,0.5746124031007752,308,0.6928981985612461,2064,0.2518608907870653
5194.99999999999,0.5755785327424914,307,0.6929150938774293,2031,0.2478340451494814
5219.9999999999845,0.5701078582434514,364,0.6925245879344007,2596,0.3167785234899329
-7924.999999999994,0.5403294691885296,661,0.6892350679599606,8195,1.0
5359.999999999973,0.5675853018372703,412,0.6926390784287993,3048,0.3719341061622941
6784.999999999991,0.5812241141279337,353,0.6929458883767017,2173,0.2651616839536302
7489.999999999996,0.5744611365120836,456,0.6923040942351438,3062,0.3736424649176327
7580.000000000001,0.577826725403818,424,0.6925580998457753,2724,0.3323978035387431
10760.0,0.5958262350936968,450,0.6925172294674907,2348,0.286516168395363
6289.999999999991,0.572289156626506,408,0.6925316071552977,2822,0.3443563148261135
7719.999999999984,0.5836236933797909,384,0.6927795106050465,2296,0.2801708358755339
5479.999999999981,0.575091575091575,328,0.6928673925046273,2184,0.2665039658328249
9265.000000000004,0.583363341735686,463,0.6926021830545586,2777,0.3388651616839536
6089.999999999993,0.5739575137686861,376,0.692866005835932,2542,0.3101891397193411
8164.999999999979,0.5829632620104965,411,0.6925120260933599,2477,0.3022574740695546
2114.999999999989,0.5558635985583588,403,0.6927552691649729,3607,0.4401464307504576
5684.999999999979,0.5739570164348925,351,0.6929245944696178,2373,0.2895668090298963
5034.999999999983,0.5707800247626909,343,0.6927947587255071,2423,0.2956680902989628
7955.000000000001,0.5843035791289349,391,0.6925833563953735,2319,0.2829774252593044
6849.999999999995,0.5758490566037736,402,0.6925695929986466,2650,0.3233679072605247
8309.999999999985,0.5835351089588378,414,0.6916392487978817,2478,0.3023794996949359
6634.999999999973,0.5738411785842615,411,0.6928054475764552,2783,0.3395973154362416
8164.999999999981,0.5861763402747009,389,0.6927138877608714,2257,0.275411836485662
-7225.000000000018,0.5411620795107034,673,0.6898688349790407,8175,0.9975594874923734
9339.999999999984,0.5887230514096186,428,0.6928030022002047,2412,0.2943258084197681
1539.999999999985,0.5562805872756933,276,0.6932048594609983,2452,0.2992068334350213
9719.999999999984,0.6002066115702479,388,0.692867300175104,1936,0.236241610738255
10919.99999999999,0.6052631578947368,416,0.6929096423476363,1976,0.2411226357535082
6884.999999999989,0.5859905906952431,329,0.6929843638405551,1913,0.2334350213544844
8825.0,0.594910941475827,373,0.6928361324221626,1965,0.2397803538743136
6644.999999999986,0.5835436648157496,331,0.6929867131427943,1981,0.2417327638804149
6824.999999999989,0.5821176470588235,349,0.6928709459982019,2125,0.2593044539353264
5424.999999999983,0.5755294117647058,321,0.6929433848244051,2125,0.2593044539353264
7839.999999999998,0.5871212121212122,368,0.692998429091088,2112,0.2577181208053691
8725.0,0.5953246753246754,367,0.6929736736342185,1925,0.2348993288590604
6975.000000000002,0.581489841986456,361,0.6929582222946091,2215,0.2702867602196461
10914.999999999984,0.6097427476737821,401,0.6933155909381448,1827,0.22294081757169
4439.9999999999845,0.5772058823529411,252,0.6929688321071321,1632,0.1991458206223307
7734.999999999975,0.5806579468886246,407,0.695063826021913,2523,0.3078706528370958
6954.999999999985,0.597025016903313,287,0.6931954136657165,1479,0.1804758999389872
9540.0,0.5951704545454546,402,0.6935525445846872,2112,0.2577181208053691
5399.999999999981,0.5759615384615384,316,0.6929661813121649,2080,0.2538133007931665
12724.999999999984,0.6204986149584487,435,0.6937000784430122,1805,0.2202562538133008
7210.000000000001,0.5892274211099021,328,0.6934660930354761,1838,0.2242830994508846
4984.999999999989,0.576902320561252,285,0.6938115678892285,1853,0.2261134838316046
8679.999999999995,0.5897435897435898,392,0.6949757347090726,2184,0.2665039658328249
6284.99999999998,0.5784003615002259,347,0.6962044406911824,2213,0.2700427089688834
9669.999999999993,0.5963566634707574,402,0.6942072328325792,2086,0.2545454545454545
9990.000000000002,0.6014418125643667,394,0.6940619352479631,1942,0.236973764490543
11249.999999999996,0.6071065989847716,422,0.6939925009938767,1970,0.2403904820012202
8580.0,0.5936863543788188,368,0.6931469691687188,1964,0.2396583282489322
10045.000000000002,0.6007067137809188,399,0.6938827981928638,1981,0.2417327638804149
9664.999999999984,0.5906604964240639,431,0.6930020631830207,2377,0.2900549115314216
11284.999999999996,0.6055090998524348,429,0.6939955072434452,2033,0.248078096400244
8314.999999999984,0.5857327030511388,399,0.693494530337506,2327,0.2839536302623551
-6285.000000000061,0.5416278140402291,625,0.6885586580217744,7507,0.9160463697376448
9194.999999999987,0.5935575556608242,395,0.6934960418364948,2111,0.2575960951799877
11234.999999999987,0.6072338257768721,421,0.6933359330596345,1963,0.2395363026235509
11789.999999999996,0.6126461211477152,424,0.693559109078411,1882,0.2296522269676632
9069.999999999982,0.5952143569292123,382,0.6936063409664867,2006,0.2447834045149481
8294.999999999984,0.5916624811652436,365,0.6945765351988172,1991,0.2429530201342281
11784.99999999999,0.6079685194294147,439,0.6927756747310616,2033,0.248078096400244
10954.999999999984,0.6083022884513039,407,0.6936350755201423,1879,0.2292861500915192
10074.999999999998,0.6067605633802817,379,0.6931579106907129,1775,0.2165954850518608
9090.0,0.5998902305159166,364,0.6929476111025584,1822,0.2223306894447834
12134.999999999984,0.6144450345193839,431,0.6928454791943728,1883,0.2297742525930445
12374.999999999993,0.614621409921671,439,0.6930509487893363,1915,0.2336790726052471
9059.999999999993,0.6001106194690266,362,0.6928033450891901,1808,0.2206223306894447
9970.0,0.602863202545069,388,0.6934203721874991,1886,0.2301403294691885
8879.999999999998,0.5981561822125814,362,0.6934945045647529,1844,0.2250152532031726
11594.999999999998,0.6162193032552827,407,0.6930182904881778,1751,0.2136668700427089
12185.0,0.6203115983843047,417,0.692856194288174,1733,0.211470408785845
9025.0,0.5983914209115282,367,0.6926112701028484,1865,0.2275777913361805
9879.999999999998,0.6131713554987213,354,0.692833476566234,1564,0.1908480780964002
7269.99999999999,0.5877466251298027,338,0.6940649644211617,1926,0.2350213544844417
10894.999999999984,0.603643525356967,421,0.6924618442921243,2031,0.2478340451494814
8604.999999999995,0.599199542595769,347,0.6927712298674409,1749,0.2134228187919463
13455.000000000002,0.6216072378924961,457,0.6939494401931222,1879,0.2292861500915192
12319.999999999993,0.6185968819599109,426,0.692966733533779,1796,0.2191580231848688
