number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_corr_thresh,params_feature_num,params_high_bound,params_is_unbalance,params_learning_rate,params_low_bound,params_max_bin,params_max_depth,params_max_train_size,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_sample_weight,params_subsample,state
586,394.10200355113665,2024-09-30 23:36:04.917856,2024-09-30 23:36:40.236291,0 days 00:00:35.318435,gbdt,0.5212743888761314,0.5932591504952743,187,0.5162385204871265,True,0.0009013506909907315,0.05367499884534869,124,8,0.5002232201251655,905,245,2.8069438921928447e-05,0.1481448609035672,,0.6231766608950514,COMPLETE
195,392.9264133178346,2024-09-30 19:09:21.581808,2024-09-30 19:09:50.740260,0 days 00:00:29.158452,gbdt,0.8231445070794188,0.5757667842364441,67,0.5161469912939756,True,0.0008559000270079305,0.02384799233645422,87,8,0.5256545530248994,1095,372,0.00017331925966446282,3.996316376074913,,0.6026940247174324,COMPLETE
296,391.9321958041962,2024-09-30 20:11:48.068608,2024-09-30 20:12:16.265354,0 days 00:00:28.196746,gbdt,0.8956619273111239,0.57249314355983,140,0.5190410591885447,True,0.00122028613914126,0.04137225449439128,127,8,0.5074150777018773,640,333,7.62343878231873e-06,0.5447711584161163,,0.6146645920147781,COMPLETE
564,391.76629255319193,2024-09-30 23:10:45.874038,2024-09-30 23:11:08.921204,0 days 00:00:23.047166,gbdt,0.8634701364702901,0.6317937718347802,139,0.518665016633828,True,0.0008549191516798362,0.029846640212620762,104,7,0.5093562255155601,636,306,4.942761251559447e-06,0.7136944105405811,,0.565845164625408,COMPLETE
434,390.65932409113805,2024-09-30 21:40:08.298110,2024-09-30 21:40:39.595801,0 days 00:00:31.297691,gbdt,0.89957318545285,0.6237741940814099,165,0.5119893882086868,True,0.0018438323714252277,0.055317783026520885,106,9,0.5161429262181845,560,309,2.838480729044248e-06,7.106952107790106e-05,,0.49861089081149307,COMPLETE
738,389.78051716290577,2024-10-01 01:10:12.940974,2024-10-01 01:10:39.379850,0 days 00:00:26.438876,gbdt,0.8870917748182964,0.6104848840606649,141,0.5281672143121916,True,0.0009012055903163899,0.031124012381536708,97,8,0.5152672553248238,612,293,2.5129385814275635e-05,0.10091964828836178,,0.6008764657929986,COMPLETE
623,388.9596868131879,2024-10-01 00:01:55.227737,2024-10-01 00:02:37.400792,0 days 00:00:42.173055,gbdt,0.8992047115478738,0.5985187683555188,199,0.5069422512444197,True,0.0013133555591738387,0.03014492725712698,126,8,0.5250893939372684,728,334,2.979614202796787e-05,0.3841667528428923,,0.6534655075041604,COMPLETE
161,388.2234585798823,2024-09-30 18:41:56.258772,2024-09-30 18:43:09.604217,0 days 00:01:13.345445,gbdt,0.662942016361471,0.508056327669663,102,0.4986729151480086,True,0.001055115706205262,0.021339659131482072,214,8,0.5304201061322766,2574,334,6.142761024772455e-05,2.538954668924037,cos,0.5857363787451776,COMPLETE
190,387.10279332736286,2024-09-30 19:07:03.716143,2024-09-30 19:07:32.495668,0 days 00:00:28.779525,gbdt,0.8343919434187849,0.5442075367034956,41,0.5047647745915157,True,0.0010038264839134405,0.015938518941658583,89,8,0.5308675023462816,1212,369,0.00015413104006679217,3.7920534963377395,,0.575029612832429,COMPLETE
475,384.63006570265435,2024-09-30 22:07:49.674538,2024-09-30 22:08:20.162406,0 days 00:00:30.487868,gbdt,0.8877104847468313,0.5879943129207161,103,0.5000533981098171,True,0.001646874625411264,0.03859128201707972,93,9,0.5376398110431299,798,316,2.645084514085613e-06,1.52538224932785,,0.44861441040335687,COMPLETE
338,383.6019680937001,2024-09-30 20:38:02.978595,2024-09-30 20:38:43.115766,0 days 00:00:40.137171,gbdt,0.7190126264370372,0.5682116318627011,188,0.5217137248954501,True,0.001342175131605132,0.03191194904676404,110,8,0.5345050047897998,948,300,9.093097114441694e-07,0.4188585131789583,,0.6185393919583363,COMPLETE
508,383.314174326036,2024-09-30 22:31:09.663556,2024-09-30 22:32:32.600663,0 days 00:01:22.937107,gbdt,0.8498425532432221,0.6471899340760283,136,0.5077082908108497,True,0.0009902422267155837,0.033379742860996424,106,8,0.5176342652834783,2365,270,2.685066190719294e-05,0.9819840240481235,,0.5938884789605597,COMPLETE
408,382.1354755877039,2024-09-30 21:21:12.873478,2024-09-30 21:21:49.895727,0 days 00:00:37.022249,gbdt,0.8765268142516347,0.6054259957249429,137,0.5153501507632926,True,0.0017054296924274696,0.043169208972239845,105,9,0.5248598231084167,747,279,2.7547691699232224e-06,2.042949007755372,,0.544525315756563,COMPLETE
420,381.65211218254757,2024-09-30 21:28:48.225402,2024-09-30 21:29:18.813610,0 days 00:00:30.588208,gbdt,0.8502752623672764,0.6443316487994887,169,0.5335900690408355,False,0.0027231974030000254,0.049176711519469875,112,9,0.509433178199166,504,288,8.247230848559981e-08,2.4723288272879407e-05,,0.5003083665660362,COMPLETE
693,381.22848376573006,2024-10-01 00:42:09.616847,2024-10-01 00:42:40.836392,0 days 00:00:31.219545,gbdt,0.8828575255973046,0.5869316985077219,134,0.5091116794328435,True,0.0012525786925437514,0.03246909008650915,110,8,0.5460322137925837,767,231,2.8319225236876823e-06,0.7960661785231729,,0.5866665054349046,COMPLETE
368,380.5253390486728,2024-09-30 20:57:22.257172,2024-09-30 20:58:03.575710,0 days 00:00:41.318538,gbdt,0.8629846270095871,0.6268724474119817,164,0.5039183083817782,True,0.0015412634404128023,0.04182215061741937,100,9,0.7856808219129972,668,300,5.110676426239058e-06,3.2707236999742384,,0.5516980120362271,COMPLETE
494,379.8322293126463,2024-09-30 22:20:12.001044,2024-09-30 22:20:54.584963,0 days 00:00:42.583919,gbdt,0.8676886756108497,0.5941534080450301,231,0.5166382730068277,True,0.00166904828963774,0.03637364762563179,101,9,0.5255780295705864,816,306,2.8885937445514857e-08,0.6565483794746129,,0.3517789554388998,COMPLETE
516,379.7177204955901,2024-09-30 22:37:06.120015,2024-09-30 22:37:35.140017,0 days 00:00:29.020002,gbdt,0.8472619870451932,0.6181769654136944,137,0.5284834959800362,True,0.0010666505040970893,0.0410441346365605,108,8,0.508932538762294,688,337,1.0552495031462552e-05,3.208407046765535,,0.5836768647875181,COMPLETE
442,379.5434708413004,2024-09-30 21:45:15.611185,2024-09-30 21:45:56.837770,0 days 00:00:41.226585,gbdt,0.8627182910177235,0.6130445949693492,134,0.5247516327528322,True,0.002597998227573445,0.051377638656494515,107,10,0.5088013179734959,829,291,1.636458569949546e-05,0.0001509435701351229,,0.5566083320167258,COMPLETE
15,379.39712821735054,2024-09-30 16:04:27.730446,2024-09-30 16:05:35.247876,0 days 00:01:07.517430,dart,0.8404991461514616,0.5017069066422125,56,0.4982760018182296,True,0.0021984399692693973,0.07876467295634104,94,8,0.5005430095562926,987,409,8.69525436367695e-05,0.05909707975943659,,0.7412829737932984,COMPLETE
702,377.7941751578,2024-10-01 00:46:49.090275,2024-10-01 00:47:25.280547,0 days 00:00:36.190272,gbdt,0.8869085988741294,0.5787039467329878,137,0.5297793539866329,True,0.0010339828285094094,0.036376255940157615,106,8,0.517234422567652,906,217,5.625573946047469e-06,0.35198085355762576,,0.6368691259263353,COMPLETE
397,377.4200975697451,2024-09-30 21:14:49.832445,2024-09-30 21:15:23.831196,0 days 00:00:33.998751,gbdt,0.8479860766482219,0.6068250016672421,166,0.513312414591418,False,0.0028700799024283484,0.05303189251177616,112,10,0.5004355460384096,502,270,1.6276581300049194e-06,1.441578612968429e-07,,0.551052877118476,COMPLETE
326,377.14258133971305,2024-09-30 20:29:21.051151,2024-09-30 20:30:00.957501,0 days 00:00:39.906350,gbdt,0.8495262837822398,0.5973062683076605,168,0.5244743254771803,True,0.0012080239940187461,0.04056638504005436,126,9,0.540596453665968,721,308,1.4565129699437734e-05,0.11061888555241262,linear,0.6160319778766398,COMPLETE
157,376.9072962104146,2024-09-30 18:38:43.947426,2024-09-30 18:39:15.227056,0 days 00:00:31.279630,gbdt,0.7568360456757411,0.520357624600407,84,0.47975662116694634,True,0.001549343117794681,0.020731028531751444,107,8,0.5196898211488963,1118,341,5.6588917634974254e-05,1.4151961701278144,cos,0.5946951179815155,COMPLETE
289,375.7998504245592,2024-09-30 20:07:58.476770,2024-09-30 20:08:46.077841,0 days 00:00:47.601071,gbdt,0.8906955988477987,0.5940819016902618,184,0.5315258360195747,True,0.0009733921360775637,0.03387915456025155,106,9,0.5005056487017013,793,304,6.858714360254637e-06,0.27617573772274334,,0.597541045164486,COMPLETE
490,375.7008720472446,2024-09-30 22:16:49.709224,2024-09-30 22:17:29.247441,0 days 00:00:39.538217,gbdt,0.8753442580987121,0.6435286926634767,126,0.5139002271890798,True,0.0014370313166148507,0.029456543144813788,98,9,0.5183633550985207,761,310,4.731303638823129e-06,0.0033178877231655564,,0.602078096732843,COMPLETE
337,374.1480816797418,2024-09-30 20:37:22.538095,2024-09-30 20:38:02.977792,0 days 00:00:40.439697,gbdt,0.8655362057443252,0.5979730821213554,200,0.5299876693845873,True,0.0016545906186766742,0.038604192898106335,115,8,0.5113520277229329,793,312,4.986659795219031e-05,0.0867919407459139,,0.6470228464550217,COMPLETE
205,374.11299397953036,2024-09-30 19:14:15.791318,2024-09-30 19:14:38.555839,0 days 00:00:22.764521,gbdt,0.7065714764323604,0.5659568491052731,83,0.5211454676800799,True,0.0013516691013827262,0.020592847970416786,106,8,0.517471888969317,819,364,0.0001034211257449241,0.8184373038582844,,0.6697557770804173,COMPLETE
734,373.413796570703,2024-10-01 01:07:54.819556,2024-10-01 01:08:18.527444,0 days 00:00:23.707888,gbdt,0.8758601038539302,0.6172528718935497,94,0.5207916611077863,True,0.0008221885915044077,0.02938815568554516,106,8,0.5325811875349591,851,326,1.166566557791992e-05,1.841568575661254,,0.3385125110412851,COMPLETE
595,372.31117837312644,2024-09-30 23:41:32.955461,2024-09-30 23:42:18.394864,0 days 00:00:45.439403,gbdt,0.8603150667025257,0.5621473082107994,353,0.5240732597683603,True,0.0009652516800117039,0.048938495222642736,115,8,0.5230952043043953,575,221,1.111581357662578e-05,0.20017429589636937,,0.6379643959786502,COMPLETE
703,372.1341687817267,2024-10-01 00:47:25.281377,2024-10-01 00:47:51.518671,0 days 00:00:26.237294,gbdt,0.8527279213355551,0.5918423458807889,106,0.5016368307348121,True,0.0018289716109114273,0.025833237109467746,60,8,0.5389295495489227,831,316,1.237661604260129e-05,2.058899132315891,,0.6745981764850716,COMPLETE
384,370.6846201513724,2024-09-30 21:06:25.614905,2024-09-30 21:06:49.895737,0 days 00:00:24.280832,gbdt,0.4914759502431418,0.6267946968630432,126,0.5104577009882872,True,0.002171504800740488,0.049647384115125204,120,9,0.5098196987864777,621,278,7.306270584054796e-06,3.089754564464235e-07,,0.5291702735209496,COMPLETE
608,370.39319836650446,2024-09-30 23:50:26.077757,2024-09-30 23:51:00.194931,0 days 00:00:34.117174,gbdt,0.830062221971333,0.6105142223548817,171,0.5181705041799934,True,0.0015560476924694226,0.027872352066504926,105,8,0.5267597368343777,701,305,0.0006764513772904426,0.2839365186258915,,0.6032108055081271,COMPLETE
74,369.84519339622693,2024-09-30 17:22:52.237263,2024-09-30 17:25:16.047606,0 days 00:02:23.810343,dart,0.6468727704495948,0.5509815108283979,87,0.5081475474919844,True,0.0032387361981719674,0.0934080470275811,117,8,0.5481684886795173,1739,370,0.001230956063697679,0.10668016077274833,cos,0.5758227271132339,COMPLETE
212,369.3878060109296,2024-09-30 19:18:54.809748,2024-09-30 19:20:19.600280,0 days 00:01:24.790532,gbdt,0.8336805054409361,0.5969346708305712,322,0.5124125821816619,True,0.0009354166635462958,0.025237439383255796,99,8,0.5333685596510864,1152,357,8.311467499575795e-05,1.1281761714902596,,0.8822586907126884,COMPLETE
457,369.1710178288437,2024-09-30 21:55:36.935037,2024-09-30 21:56:14.056757,0 days 00:00:37.121720,gbdt,0.8763875961942968,0.6324043980996636,162,0.48991989358573196,True,0.0023846341565258444,0.029725784204412773,108,9,0.524931036913797,629,290,1.5154107988896011e-05,3.4684997324596215e-05,,0.579915053820384,COMPLETE
660,367.7500204659448,2024-10-01 00:23:12.793320,2024-10-01 00:23:42.226158,0 days 00:00:29.432838,gbdt,0.869108743482167,0.6098539992232193,128,0.5166303621321333,True,0.0008310717809110369,0.047219092065544005,113,8,0.526965148051239,745,301,3.3707765546012463e-06,1.0211475163654151,,0.6166277067163821,COMPLETE
501,367.64573126453286,2024-09-30 22:26:01.319388,2024-09-30 22:26:40.731303,0 days 00:00:39.411915,gbdt,0.8740460211218366,0.5912481630457161,143,0.5179534039504192,True,0.0016136506627323233,0.036644463487987645,104,9,0.5099061325443366,721,302,1.8293577386768858e-05,1.5391705967442297,,0.5901906969163302,COMPLETE
235,367.5014500339138,2024-09-30 19:32:33.087216,2024-09-30 19:33:11.151374,0 days 00:00:38.064158,gbdt,0.8592017513672617,0.5956391119796002,164,0.5310521753329441,True,0.000779708502181773,0.033742789782067885,116,8,0.5009803903652179,859,305,0.0001293545878024826,0.28141190646119346,,0.6561326451609433,COMPLETE
588,366.43428539020005,2024-09-30 23:37:21.457461,2024-09-30 23:38:06.044706,0 days 00:00:44.587245,gbdt,0.8640274707255888,0.5840583862829131,333,0.5194713013647014,True,0.0013993940210549024,0.05164107436612952,119,8,0.5112918680843207,535,236,5.695306354643951e-06,0.2511322546706391,,0.6105794818376129,COMPLETE
687,365.22657778295394,2024-10-01 00:38:06.189868,2024-10-01 00:38:33.492725,0 days 00:00:27.302857,gbdt,0.5585306232353399,0.6294664394004077,89,0.5088933522217686,True,0.001293090782656956,0.03395843838804629,75,8,0.5150870441436514,833,360,7.700595771370889e-06,1.5426510264570024,,0.7031896228184801,COMPLETE
116,365.04281496881543,2024-09-30 18:09:49.673500,2024-09-30 18:10:16.846001,0 days 00:00:27.172501,gbdt,0.6646435791704437,0.5448294626071555,133,0.515932475849395,True,0.0014710520766734046,0.09792315291341168,217,8,0.5163965669133986,622,238,1.1563102059793458,0.026928390155992014,cos,0.5946732547282074,COMPLETE
202,364.771266263553,2024-09-30 19:12:45.476144,2024-09-30 19:13:13.454520,0 days 00:00:27.978376,gbdt,0.8226619604460024,0.5889953567408241,89,0.5248248055721803,True,0.0013768204065012174,0.025180298632134973,113,8,0.5115660564547819,888,391,0.0003332512866356849,0.78211357161416,,0.6594557067980519,COMPLETE
111,364.6671147030076,2024-09-30 18:07:28.737694,2024-09-30 18:07:52.091066,0 days 00:00:23.353372,gbdt,0.6456057312687498,0.5236047554781385,54,0.5005609003942204,True,0.0008744803471766336,0.09141624401435625,216,7,0.5386233572663018,971,335,7.843132146354142,0.03343843322077904,cos,0.634453622798626,COMPLETE
453,364.4873133802821,2024-09-30 21:53:00.011310,2024-09-30 21:53:36.599801,0 days 00:00:36.588491,gbdt,0.8782847905472536,0.6065935754818166,145,0.5283910029486243,True,0.0017815932706704183,0.034913285367027806,123,9,0.5315686439639369,701,286,1.2450373838179982e-05,0.7171887689362136,,0.5917648855502569,COMPLETE
535,364.1607826825137,2024-09-30 22:52:33.831076,2024-09-30 22:53:07.537748,0 days 00:00:33.706672,gbdt,0.8769607775725776,0.580436822130923,198,0.509784400335009,True,0.0008912144578274873,0.02870153028978055,125,8,0.5949075144820863,762,295,1.392193358534238e-05,0.06076501337276262,,0.3269599165607176,COMPLETE
113,362.535437204949,2024-09-30 18:08:17.366206,2024-09-30 18:08:53.652148,0 days 00:00:36.285942,gbdt,0.7190373981972717,0.5366136422721595,111,0.5153852307795245,True,0.0007943248452820797,0.09016832410715159,216,8,0.5214775298548007,983,292,0.7313561366882072,0.03242522287222246,cos,0.5895941091287051,COMPLETE
369,362.30697508896867,2024-09-30 20:58:03.576548,2024-09-30 20:58:46.291210,0 days 00:00:42.714662,gbdt,0.8774235565754152,0.6210072523515282,154,0.5073099689125273,True,0.002355027708718029,0.042718528288404396,105,9,0.6229385455565454,727,292,3.4204291214372972e-06,2.4411221605717803,,0.5442379839936536,COMPLETE
330,362.2518470668026,2024-09-30 20:32:15.309115,2024-09-30 20:33:03.170461,0 days 00:00:47.861346,gbdt,0.8967685660059943,0.6592016373608072,183,0.5088568288892086,True,0.0010139339522540164,0.03853362036874622,121,8,0.5078665011255387,853,285,3.0401062502441585e-07,0.23435890557308212,,0.6545693290378297,COMPLETE
534,362.1278734705233,2024-09-30 22:51:50.144950,2024-09-30 22:52:33.830280,0 days 00:00:43.685330,gbdt,0.8397965927502967,0.6021723525646909,192,0.5283730527562721,True,0.001046351876187781,0.030834917754969247,115,8,0.524204230402709,832,278,4.289092567535182e-06,0.3007004938303025,,0.619445947296072,COMPLETE
418,360.35705785920953,2024-09-30 21:27:42.285425,2024-09-30 21:28:14.910031,0 days 00:00:32.624606,gbdt,0.8357018022143161,0.6546831782558663,183,0.5196950755467653,False,0.003970827175281579,0.0500432263800714,108,9,0.5007062641802815,542,265,1.7617761722803203e-07,5.527985369121176e-06,,0.5329090256415182,COMPLETE
294,360.22284728415076,2024-09-30 20:10:54.016088,2024-09-30 20:11:18.035979,0 days 00:00:24.019891,gbdt,0.8851413380515454,0.5828478840243767,132,0.5241619567563047,True,0.0012685772722771166,0.044744515694566306,132,8,0.5280289643361779,566,323,2.2590422631936865e-05,0.5073205929576026,,0.5898307218401483,COMPLETE
522,359.5819834344042,2024-09-30 22:40:40.610761,2024-09-30 22:41:36.375511,0 days 00:00:55.764750,gbdt,0.8222771255386991,0.6119592466897261,151,0.522487078725092,False,0.0006206881869312358,0.042327425855035475,111,8,0.5094539615841271,1341,297,2.6632141367956592e-05,0.10523956325968341,,0.5948903791194547,COMPLETE
568,359.0789269662925,2024-09-30 23:14:37.604587,2024-09-30 23:15:53.570808,0 days 00:01:15.966221,gbdt,0.8697579720844992,0.5765715528053891,343,0.5153372639070174,True,0.0011040017083501948,0.05025855116385324,185,8,0.5090599785817478,944,251,9.302634650610795e-06,1.746490250651479,linear,0.6320691119690874,COMPLETE
424,358.87188592516884,2024-09-30 21:30:54.355488,2024-09-30 21:31:27.510630,0 days 00:00:33.155142,gbdt,0.8636784520868657,0.6754256777357364,149,0.5118975254493492,False,0.002987988195691808,0.05258053348063079,97,9,0.5248976512367037,647,277,1.0429747622800053e-07,8.2631177967302e-05,,0.5257762229777405,COMPLETE
500,358.8417531756648,2024-09-30 22:24:53.783406,2024-09-30 22:26:01.318614,0 days 00:01:07.535208,gbdt,0.8894758955999875,0.6362044447209267,373,0.5082551631639985,True,0.0012883544768298512,0.04071041850255433,109,8,0.5231156420967229,790,314,1.1625978187729654e-05,0.33078100506241914,,0.6019927947061505,COMPLETE
396,358.74001616168255,2024-09-30 21:14:13.661091,2024-09-30 21:14:49.831557,0 days 00:00:36.170466,gbdt,0.8874432729854548,0.622151945005008,117,0.48997505360558763,True,0.001663249122482843,0.04786062392499386,105,10,0.5094899350081873,635,293,3.214651746385876e-06,4.5429294298378293e-07,,0.55007893103061,COMPLETE
636,358.6894732437529,2024-10-01 00:10:01.440811,2024-10-01 00:10:28.128228,0 days 00:00:26.687417,gbdt,0.6047690717808616,0.6193233103797574,186,0.5057010267073992,True,0.0016918621476692973,0.025463236943326688,116,8,0.5001591643641835,760,340,2.3074210322002896e-06,0.32797323222831526,,0.31821516528078064,COMPLETE
519,358.05111405802046,2024-09-30 22:38:36.987106,2024-09-30 22:39:26.390429,0 days 00:00:49.403323,gbdt,0.8814337993550995,0.658796648224331,250,0.5182121803938831,True,0.0008816019685201837,0.03295766978881075,107,8,0.5000296790949451,749,320,9.932022443226177e-06,0.2257788613852342,,0.5800156741970758,COMPLETE
132,356.65108673469484,2024-09-30 18:19:32.840343,2024-09-30 18:20:07.869451,0 days 00:00:35.029108,gbdt,0.65767572396622,0.5101559648754724,109,0.49974946197112896,True,0.0012258967802943515,0.01662484981450701,223,8,0.545697294171184,978,289,0.21539614125117956,0.03353262002188686,cos,0.5696246031691938,COMPLETE
625,356.40265504285327,2024-10-01 00:02:54.785052,2024-10-01 00:04:04.009225,0 days 00:01:09.224173,gbdt,0.8790492770290337,0.6095966256410909,413,0.49381581837668714,True,0.0010773026373909996,0.038037806132021394,114,8,0.5188503115094211,766,317,2.56470565519032e-06,0.1993052192493479,,0.6218320905557086,COMPLETE
163,355.97880260047384,2024-09-30 18:44:21.695035,2024-09-30 18:45:37.908474,0 days 00:01:16.213439,gbdt,0.7047903364853348,0.9449085085560411,69,0.48407983839505486,True,0.0009993461330885535,0.0013541264940963036,212,8,0.519773153137128,2732,359,9.391319093162341e-05,1.630134904414067,cos,0.5901000480905069,COMPLETE
448,354.314091130131,2024-09-30 21:49:28.930292,2024-09-30 21:50:05.756713,0 days 00:00:36.826421,gbdt,0.8792505186322356,0.6520254520413025,141,0.5162001403625524,True,0.0017331659064393813,0.03363392107265178,105,9,0.5269611406754701,855,95,1.073329895870831e-05,1.7947927622339418e-05,,0.5840130508500632,COMPLETE
747,353.1047537248028,2024-10-01 01:15:34.153929,2024-10-01 01:16:31.192683,0 days 00:00:57.038754,gbdt,0.8799599215733633,0.584133793362007,169,0.5101894835803032,True,0.001650797838191727,0.034825839045104647,104,8,0.516521945106069,1456,314,5.095868596647222e-07,0.060844881100361695,,0.5653468781779594,COMPLETE
433,352.59042101449324,2024-09-30 21:39:26.939158,2024-09-30 21:40:08.297244,0 days 00:00:41.358086,gbdt,0.8678792531060338,0.5991879804017922,147,0.5197173956442832,True,0.002589780172794297,0.04597764060804741,116,10,0.5338791688832281,724,257,8.857026712838594e-06,5.744053590562279e-07,,0.5587151297080113,COMPLETE
634,352.38790889802544,2024-10-01 00:08:34.168097,2024-10-01 00:09:27.532966,0 days 00:00:53.364869,gbdt,0.592467058670232,0.630190636446185,387,0.4997768990565046,True,0.0013557997536567698,0.04013112781751395,108,8,0.50844171258569,706,198,2.8896531698479133e-06,1.6310673054134894,,0.5976863352069031,COMPLETE
64,350.86003276481165,2024-09-30 17:00:33.688036,2024-09-30 17:01:58.045951,0 days 00:01:24.357915,dart,0.6865346340628069,0.54037038509418,146,0.5054421534192206,True,0.000915336157362327,0.08899179777416065,96,7,0.5008974707326455,1280,386,3.8332864631503606e-05,0.3082497847560429,cos,0.629403428559806,COMPLETE
581,350.7424429002016,2024-09-30 23:31:49.601845,2024-09-30 23:32:39.450865,0 days 00:00:49.849020,gbdt,0.8510201841929174,0.6676650182126663,205,0.5102329661343589,True,0.001130488514244889,0.04690792685586708,110,8,0.5158274148427164,832,272,1.963646410395982e-05,0.3452737396252975,,0.581433324056183,COMPLETE
115,350.36695731815803,2024-09-30 18:09:18.433671,2024-09-30 18:09:49.672728,0 days 00:00:31.239057,gbdt,0.668870066205656,0.5422188332681761,137,0.514247589656466,True,0.0017528408089618384,0.09525299902932458,211,8,0.5189316394895315,735,304,1.197823421764456,0.03278155177593172,cos,0.5978756096870075,COMPLETE
563,350.33929952830226,2024-09-30 23:10:18.204623,2024-09-30 23:10:45.873150,0 days 00:00:27.668527,gbdt,0.8879517851809982,0.600220290803845,115,0.5288906972343519,True,0.0010830117041649547,0.0335416342715489,121,8,0.5225730770425265,748,298,0.0005525174309217748,0.1601957542893084,,0.645773927935378,COMPLETE
166,350.3159089968981,2024-09-30 18:46:50.719250,2024-09-30 18:47:26.719891,0 days 00:00:36.000641,gbdt,0.6765617735144249,0.5051306637555255,126,0.5063520120280381,True,0.001841497637433231,0.02086064027027248,102,8,0.5370753761058504,1059,350,2.9219249580936385e-05,0.5413443681885185,cos,0.7902715077929252,COMPLETE
379,350.0966688661573,2024-09-30 21:03:34.817738,2024-09-30 21:04:11.644055,0 days 00:00:36.826317,gbdt,0.8685195483026582,0.6259067735206522,145,0.5017554638943783,True,0.002049172813187453,0.04877984484057821,109,9,0.6534676236724979,639,284,1.4275614170206153e-06,0.0001872836873808643,,0.533252001149499,COMPLETE
717,349.83344420927864,2024-10-01 00:57:27.793781,2024-10-01 00:58:07.767538,0 days 00:00:39.973757,gbdt,0.8513204151931136,0.5922202461890552,157,0.5151475014182203,True,0.0018077384964787049,0.035408858032921056,107,8,0.5089807202408567,917,359,2.225544306056629e-06,0.8777204593387445,linear,0.6331824046151915,COMPLETE
488,347.9049283343391,2024-09-30 22:15:17.599019,2024-09-30 22:15:49.788063,0 days 00:00:32.189044,gbdt,0.8878563613122007,0.590191740435567,108,0.5077348849970074,True,0.001171637755003829,0.03259121368345082,80,9,0.6353984343887273,879,327,3.7812485823296544e-06,0.5787845385781692,,0.3856163933081897,COMPLETE
356,347.22426738305984,2024-09-30 20:49:48.820395,2024-09-30 20:50:25.169909,0 days 00:00:36.349514,gbdt,0.8869048684033206,0.6344308512230371,168,0.5072312166577118,False,0.001232180642974168,0.02984512692086385,102,8,0.5012273556506753,744,276,1.7630795030905122e-05,1.3494012611013038,,0.5767217669861365,COMPLETE
124,346.75586464940886,2024-09-30 18:14:40.157218,2024-09-30 18:15:22.930030,0 days 00:00:42.772812,gbdt,0.6115096448668212,0.5105108641689927,164,0.5119078632684076,True,0.001201496492895167,0.007951872112220154,210,8,0.5268672546829521,978,296,0.20799820957153609,0.07564333403199443,cos,0.5783517289148998,COMPLETE
287,346.1386055900627,2024-09-30 20:06:25.861526,2024-09-30 20:07:13.910745,0 days 00:00:48.049219,gbdt,0.8604804419518256,0.5894317744710433,194,0.5226212365571481,True,0.0009355185285026883,0.04593346499011629,109,8,0.9473223866135934,893,319,1.654603995004013e-06,0.11869622033036419,,0.593375886463348,COMPLETE
265,345.7361241524558,2024-09-30 19:51:34.450368,2024-09-30 19:52:08.083159,0 days 00:00:33.632791,gbdt,0.874116266056557,0.6134328436517504,158,0.5259937838718118,True,0.0010792406836010737,0.028791505291440957,106,8,0.5182164924785555,772,307,6.779857643463495e-05,0.08750207709813572,,0.58500885925132,COMPLETE
389,345.11628392515104,2024-09-30 21:09:14.831213,2024-09-30 21:09:50.644109,0 days 00:00:35.812896,gbdt,0.8587357547940623,0.6261731561668389,178,0.5058507681183639,True,0.0016391916127144503,0.04689646337983952,99,10,0.5190660775789894,511,256,5.4195178624116285e-06,2.096240917510853e-06,,0.522711221324921,COMPLETE
630,344.5447889692023,2024-10-01 00:06:36.519618,2024-10-01 00:07:04.056554,0 days 00:00:27.536936,gbdt,0.599771143380914,0.6183082603278985,131,0.49026088961973663,True,0.0014957509495934784,0.02388160059607747,104,8,0.5082464800523153,754,344,3.3082374482025377e-06,1.071261879658144,,0.58831072955035,COMPLETE
213,344.3736502114983,2024-09-30 19:20:19.601096,2024-09-30 19:20:43.134163,0 days 00:00:23.533067,gbdt,0.6792916191222969,0.5521122979251311,52,0.5201606292280008,True,0.0011956374161759967,0.022090057508324466,95,8,0.5210749177999322,1077,381,0.0001316147402116073,1.702015997633148,,0.5976890227193794,COMPLETE
285,344.299359962542,2024-09-30 20:05:03.011115,2024-09-30 20:05:44.043070,0 days 00:00:41.031955,gbdt,0.8493397680644228,0.6005535922033226,178,0.5109971425538707,True,0.0008227886050422239,0.028691436026606253,115,8,0.5121917644590355,802,311,6.975183968409121e-05,0.2098027354748846,,0.6504247416249421,COMPLETE
245,343.7361224152198,2024-09-30 19:39:10.779577,2024-09-30 19:39:45.293944,0 days 00:00:34.514367,gbdt,0.882512871493043,0.6090407007752268,150,0.5214019726076219,True,0.0006299204121631411,0.03286823696211324,116,8,0.5173606244992233,760,309,2.280277784259119e-06,0.24702037919010103,,0.6011319645318645,COMPLETE
199,343.55603739130447,2024-09-30 19:11:29.956404,2024-09-30 19:11:49.798236,0 days 00:00:19.841832,gbdt,0.7954954461117492,0.5516784878502348,69,0.5126693581630367,True,0.0014302240699475839,0.023688449424370074,107,6,0.5104487312721552,1050,351,0.00018062488643108546,9.177587126308845,cos,0.632364713154951,COMPLETE
